date,year,month,dmi
1938-09-01,1938,9,-0.457
1938-10-01,1938,10,-0.611
1938-11-01,1938,11,-0.712
1938-12-01,1938,12,-0.541
1939-01-01,1939,1,-0.125
1939-02-01,1939,2,0.209
1939-03-01,1939,3,0.021
1939-04-01,1939,4,-0.266
1939-05-01,1939,5,-0.337
1939-06-01,1939,6,-0.178
1939-07-01,1939,7,-0.405
1939-08-01,1939,8,-0.46
1939-09-01,1939,9,-0.285
1939-10-01,1939,10,-0.19
1939-11-01,1939,11,-0.319
1939-12-01,1939,12,-0.106
1940-01-01,1940,1,0.08
1940-02-01,1940,2,-0.224
1940-03-01,1940,3,-0.476
1940-04-01,1940,4,-0.493
1940-05-01,1940,5,-0.46
1940-06-01,1940,6,-0.028
1940-07-01,1940,7,-0.363
1940-08-01,1940,8,-0.253
1940-09-01,1940,9,-0.39
1940-10-01,1940,10,-0.472
1940-11-01,1940,11,-0.341
1940-12-01,1940,12,-0.316
1941-01-01,1941,1,-0.362
1941-02-01,1941,2,-0.619
1941-03-01,1941,3,-0.26
1941-04-01,1941,4,-0.278
1941-05-01,1941,5,-0.269
1941-06-01,1941,6,-0.376
1941-07-01,1941,7,-0.429
1941-08-01,1941,8,-0.419
1941-09-01,1941,9,-0.332
1941-10-01,1941,10,-0.19
1941-11-01,1941,11,0.274
1941-12-01,1941,12,-0.182
1942-01-01,1942,1,-0.193
1942-02-01,1942,2,-0.298
1942-03-01,1942,3,-0.251
1942-04-01,1942,4,-0.41
1942-05-01,1942,5,-0.599
1942-06-01,1942,6,-0.944
1942-07-01,1942,7,-0.697
1942-08-01,1942,8,-1.1
1942-09-01,1942,9,-0.946
1942-10-01,1942,10,-0.588
1942-11-01,1942,11,-0.598
1942-12-01,1942,12,-0.559
1943-01-01,1943,1,-0.49
1943-02-01,1943,2,-0.249
1943-03-01,1943,3,-0.305
1943-04-01,1943,4,-0.225
1943-05-01,1943,5,-0.188
1943-06-01,1943,6,0.151
1943-07-01,1943,7,0.095
1943-08-01,1943,8,0.036
1943-09-01,1943,9,-0.648
1943-10-01,1943,10,-0.535
1943-11-01,1943,11,-0.388
1943-12-01,1943,12,-0.386
1944-01-01,1944,1,-0.155
1944-02-01,1944,2,0.247
1944-03-01,1944,3,-0.177
1944-04-01,1944,4,-0.241
1944-05-01,1944,5,0.283
1944-06-01,1944,6,-0.115
1944-07-01,1944,7,0.053
1944-08-01,1944,8,0.051
1944-09-01,1944,9,0.001
1944-10-01,1944,10,-0.601
1944-11-01,1944,11,-0.249
1944-12-01,1944,12,0.178
1945-01-01,1945,1,-0.141
1945-02-01,1945,2,0.089
1945-03-01,1945,3,0.205
1945-04-01,1945,4,-0.33
1945-05-01,1945,5,-0.572
1945-06-01,1945,6,-0.563
1945-07-01,1945,7,-0.524
1945-08-01,1945,8,-0.656
1945-09-01,1945,9,-0.594
1945-10-01,1945,10,-0.513
1945-11-01,1945,11,-0.323
1945-12-01,1945,12,-0.327
1946-01-01,1946,1,0.067
1946-02-01,1946,2,-0.014
1946-03-01,1946,3,-0.226
1946-04-01,1946,4,-0.557
1946-05-01,1946,5,0.297
1946-06-01,1946,6,-0.33
1946-07-01,1946,7,-0.159
1946-08-01,1946,8,0.165
1946-09-01,1946,9,-0.071
1946-10-01,1946,10,-0.178
1946-11-01,1946,11,-0.026
1946-12-01,1946,12,-0.25
1947-01-01,1947,1,-0.288
1947-02-01,1947,2,0.028
1947-03-01,1947,3,-0.0
1947-04-01,1947,4,-0.186
1947-05-01,1947,5,0.104
1947-06-01,1947,6,-0.066
1947-07-01,1947,7,-0.632
1947-08-01,1947,8,-0.659
1947-09-01,1947,9,-0.97
1947-10-01,1947,10,-0.824
1947-11-01,1947,11,-0.32
1947-12-01,1947,12,-0.266
1948-01-01,1948,1,-0.298
1948-02-01,1948,2,-0.155
1948-03-01,1948,3,0.024
1948-04-01,1948,4,-0.103
1948-05-01,1948,5,-0.085
1948-06-01,1948,6,0.059
1948-07-01,1948,7,-0.268
1948-08-01,1948,8,-0.462
1948-09-01,1948,9,-0.648
1948-10-01,1948,10,-0.293
1948-11-01,1948,11,-0.379
1948-12-01,1948,12,-0.506
1949-01-01,1949,1,0.027
1949-02-01,1949,2,0.177
1949-03-01,1949,3,-0.121
1949-04-01,1949,4,0.165
1949-05-01,1949,5,-0.091
1949-06-01,1949,6,-0.009
1949-07-01,1949,7,-0.009
1949-08-01,1949,8,0.011
1949-09-01,1949,9,-0.09
1949-10-01,1949,10,-0.124
1949-11-01,1949,11,-0.396
1949-12-01,1949,12,-0.331
1950-01-01,1950,1,-0.044
1950-02-01,1950,2,-0.553
1950-03-01,1950,3,-0.692
1950-04-01,1950,4,-0.474
1950-05-01,1950,5,-0.309
1950-06-01,1950,6,-0.493
1950-07-01,1950,7,-0.348
1950-08-01,1950,8,-0.22
1950-09-01,1950,9,-0.631
1950-10-01,1950,10,-0.59
1950-11-01,1950,11,-0.227
1950-12-01,1950,12,-0.027
1951-01-01,1951,1,0.256
1951-02-01,1951,2,0.211
1951-03-01,1951,3,0.259
1951-04-01,1951,4,-0.514
1951-05-01,1951,5,-0.138
1951-06-01,1951,6,-0.19
1951-07-01,1951,7,-0.22
1951-08-01,1951,8,0.124
1951-09-01,1951,9,-0.005
1951-10-01,1951,10,-0.168
1951-11-01,1951,11,0.122
1951-12-01,1951,12,-0.072
1952-01-01,1952,1,-0.069
1952-02-01,1952,2,0.08
1952-03-01,1952,3,0.126
1952-04-01,1952,4,0.074
1952-05-01,1952,5,-0.148
1952-06-01,1952,6,0.019
1952-07-01,1952,7,-0.43
1952-08-01,1952,8,-0.463
1952-09-01,1952,9,-0.606
1952-10-01,1952,10,-0.546
1952-11-01,1952,11,-0.171
1952-12-01,1952,12,-0.031
1953-01-01,1953,1,0.304
1953-02-01,1953,2,0.285
1953-03-01,1953,3,0.188
1953-04-01,1953,4,-0.054
1953-05-01,1953,5,0.316
1953-06-01,1953,6,-0.113
1953-07-01,1953,7,-0.178
1953-08-01,1953,8,-0.231
1953-09-01,1953,9,-0.24
1953-10-01,1953,10,-0.312
1953-11-01,1953,11,-0.136
1953-12-01,1953,12,-0.119
1954-01-01,1954,1,-0.339
1954-02-01,1954,2,-0.272
1954-03-01,1954,3,-0.163
1954-04-01,1954,4,-0.009
1954-05-01,1954,5,-0.55
1954-06-01,1954,6,-0.505
1954-07-01,1954,7,-0.855
1954-08-01,1954,8,-0.631
1954-09-01,1954,9,-0.719
1954-10-01,1954,10,-0.836
1954-11-01,1954,11,-0.451
1954-12-01,1954,12,-0.053
1955-01-01,1955,1,-0.05
1955-02-01,1955,2,-0.152
1955-03-01,1955,3,0.019
1955-04-01,1955,4,-0.044
1955-05-01,1955,5,-0.696
1955-06-01,1955,6,-0.387
1955-07-01,1955,7,-0.439
1955-08-01,1955,8,-0.43
1955-09-01,1955,9,-0.738
1955-10-01,1955,10,-0.73
1955-11-01,1955,11,-0.269
1955-12-01,1955,12,-0.301
1956-01-01,1956,1,-0.101
1956-02-01,1956,2,-0.021
1956-03-01,1956,3,-0.001
1956-04-01,1956,4,-0.3
1956-05-01,1956,5,-0.57
1956-06-01,1956,6,-0.826
1956-07-01,1956,7,-1.083
1956-08-01,1956,8,-0.772
1956-09-01,1956,9,-0.803
1956-10-01,1956,10,-0.672
1956-11-01,1956,11,-0.516
1956-12-01,1956,12,-0.15
1957-01-01,1957,1,-0.437
1957-02-01,1957,2,-0.563
1957-03-01,1957,3,-0.197
1957-04-01,1957,4,-0.3
1957-05-01,1957,5,-0.327
1957-06-01,1957,6,-0.466
1957-07-01,1957,7,-0.489
1957-08-01,1957,8,-0.266
1957-09-01,1957,9,-0.383
1957-10-01,1957,10,-0.523
1957-11-01,1957,11,-0.483
1957-12-01,1957,12,-0.25
1958-01-01,1958,1,-0.396
1958-02-01,1958,2,-0.234
1958-03-01,1958,3,-0.374
1958-04-01,1958,4,-0.347
1958-05-01,1958,5,-0.496
1958-06-01,1958,6,-0.855
1958-07-01,1958,7,-1.063
1958-08-01,1958,8,-1.259
1958-09-01,1958,9,-1.303
1958-10-01,1958,10,-0.967
1958-11-01,1958,11,-0.675
1958-12-01,1958,12,-0.639
1959-01-01,1959,1,-0.027
1959-02-01,1959,2,-0.531
1959-03-01,1959,3,-0.524
1959-04-01,1959,4,-0.356
1959-05-01,1959,5,-0.742
1959-06-01,1959,6,-0.745
1959-07-01,1959,7,-0.667
1959-08-01,1959,8,-0.913
1959-09-01,1959,9,-0.839
1959-10-01,1959,10,-0.586
1959-11-01,1959,11,-0.575
1959-12-01,1959,12,-0.357
1960-01-01,1960,1,-0.237
1960-02-01,1960,2,-0.044
1960-03-01,1960,3,-0.433
1960-04-01,1960,4,-0.745
1960-05-01,1960,5,-0.739
1960-06-01,1960,6,-0.681
1960-07-01,1960,7,-0.735
1960-08-01,1960,8,-0.584
1960-09-01,1960,9,-0.582
1960-10-01,1960,10,-0.906
1960-11-01,1960,11,-0.811
1960-12-01,1960,12,-0.641
1961-01-01,1961,1,-0.144
1961-02-01,1961,2,-0.08
1961-03-01,1961,3,-0.122
1961-04-01,1961,4,-0.613
1961-05-01,1961,5,-0.438
1961-06-01,1961,6,-0.006
1961-07-01,1961,7,0.63
1961-08-01,1961,8,0.775
1961-09-01,1961,9,0.554
1961-10-01,1961,10,0.457
1961-11-01,1961,11,0.323
1961-12-01,1961,12,0.311
1962-01-01,1962,1,0.512
1962-02-01,1962,2,0.544
1962-03-01,1962,3,0.357
1962-04-01,1962,4,-0.02
1962-05-01,1962,5,-0.385
1962-06-01,1962,6,-0.458
1962-07-01,1962,7,-0.468
1962-08-01,1962,8,-0.304
1962-09-01,1962,9,-0.186
1962-10-01,1962,10,-0.328
1962-11-01,1962,11,-0.213
1962-12-01,1962,12,-0.071
1963-01-01,1963,1,0.328
1963-02-01,1963,2,0.396
1963-03-01,1963,3,0.201
1963-04-01,1963,4,-0.061
1963-05-01,1963,5,-0.324
1963-06-01,1963,6,-0.247
1963-07-01,1963,7,0.212
1963-08-01,1963,8,0.473
1963-09-01,1963,9,0.082
1963-10-01,1963,10,0.431
1963-11-01,1963,11,0.319
1963-12-01,1963,12,-0.059
1964-01-01,1964,1,-0.461
1964-02-01,1964,2,-0.692
1964-03-01,1964,3,-0.312
1964-04-01,1964,4,-0.224
1964-05-01,1964,5,-0.52
1964-06-01,1964,6,-0.344
1964-07-01,1964,7,-0.829
1964-08-01,1964,8,-0.683
1964-09-01,1964,9,-0.98
1964-10-01,1964,10,-1.028
1964-11-01,1964,11,-0.284
1964-12-01,1964,12,-0.182
1965-01-01,1965,1,-0.331
1965-02-01,1965,2,-0.447
1965-03-01,1965,3,-0.186
1965-04-01,1965,4,-0.285
1965-05-01,1965,5,-0.54
1965-06-01,1965,6,-0.488
1965-07-01,1965,7,-0.473
1965-08-01,1965,8,-0.247
1965-09-01,1965,9,-0.197
1965-10-01,1965,10,0.017
1965-11-01,1965,11,-0.225
1965-12-01,1965,12,-0.29
1966-01-01,1966,1,-0.232
1966-02-01,1966,2,-0.163
1966-03-01,1966,3,-0.341
1966-04-01,1966,4,-0.435
1966-05-01,1966,5,-0.423
1966-06-01,1966,6,-0.119
1966-07-01,1966,7,-0.005
1966-08-01,1966,8,0.129
1966-09-01,1966,9,0.102
1966-10-01,1966,10,-0.304
1966-11-01,1966,11,-0.361
1966-12-01,1966,12,-0.236
1967-01-01,1967,1,-0.237
1967-02-01,1967,2,-0.073
1967-03-01,1967,3,0.249
1967-04-01,1967,4,-0.263
1967-05-01,1967,5,-0.166
1967-06-01,1967,6,0.044
1967-07-01,1967,7,0.139
1967-08-01,1967,8,0.13
1967-09-01,1967,9,0.145
1967-10-01,1967,10,0.158
1967-11-01,1967,11,0.023
1967-12-01,1967,12,0.054
1968-01-01,1968,1,0.213
1968-02-01,1968,2,0.334
1968-03-01,1968,3,0.153
1968-04-01,1968,4,0.073
1968-05-01,1968,5,-0.123
1968-06-01,1968,6,0.09
1968-07-01,1968,7,-0.522
1968-08-01,1968,8,-0.455
1968-09-01,1968,9,-0.734
1968-10-01,1968,10,-0.531
1968-11-01,1968,11,-0.454
1968-12-01,1968,12,-0.213
1969-01-01,1969,1,-0.162
1969-02-01,1969,2,-0.164
1969-03-01,1969,3,0.06
1969-04-01,1969,4,-0.05
1969-05-01,1969,5,-0.166
1969-06-01,1969,6,-0.626
1969-07-01,1969,7,-0.406
1969-08-01,1969,8,-0.35
1969-09-01,1969,9,-0.248
1969-10-01,1969,10,-0.2
1969-11-01,1969,11,-0.004
1969-12-01,1969,12,-0.085
1970-01-01,1970,1,0.298
1970-02-01,1970,2,0.326
1970-03-01,1970,3,0.068
1970-04-01,1970,4,0.219
1970-05-01,1970,5,0.182
1970-06-01,1970,6,-0.385
1970-07-01,1970,7,-0.57
1970-08-01,1970,8,-0.35
1970-09-01,1970,9,-0.599
1970-10-01,1970,10,-0.638
1970-11-01,1970,11,-0.307
1970-12-01,1970,12,-0.235
1971-01-01,1971,1,0.198
1971-02-01,1971,2,0.013
1971-03-01,1971,3,0.208
1971-04-01,1971,4,0.24
1971-05-01,1971,5,-0.074
1971-06-01,1971,6,-0.236
1971-07-01,1971,7,-0.354
1971-08-01,1971,8,-0.547
1971-09-01,1971,9,-0.746
1971-10-01,1971,10,-0.629
1971-11-01,1971,11,0.018
1971-12-01,1971,12,0.215
1972-01-01,1972,1,0.143
1972-02-01,1972,2,-0.216
1972-03-01,1972,3,0.03
1972-04-01,1972,4,0.131
1972-05-01,1972,5,0.157
1972-06-01,1972,6,0.738
1972-07-01,1972,7,0.708
1972-08-01,1972,8,0.511
1972-09-01,1972,9,0.363
1972-10-01,1972,10,0.327
1972-11-01,1972,11,0.67
1972-12-01,1972,12,0.477
1973-01-01,1973,1,0.043
1973-02-01,1973,2,-0.077
1973-03-01,1973,3,-0.001
1973-04-01,1973,4,-0.116
1973-05-01,1973,5,0.084
1973-06-01,1973,6,-0.225
1973-07-01,1973,7,-0.495
1973-08-01,1973,8,-0.607
1973-09-01,1973,9,-0.773
1973-10-01,1973,10,-0.449
1973-11-01,1973,11,-0.157
1973-12-01,1973,12,0.047
1974-01-01,1974,1,0.279
1974-02-01,1974,2,0.156
1974-03-01,1974,3,0.249
1974-04-01,1974,4,-0.053
1974-05-01,1974,5,-0.239
1974-06-01,1974,6,-0.027
1974-07-01,1974,7,-0.249
1974-08-01,1974,8,-0.498
1974-09-01,1974,9,-0.661
1974-10-01,1974,10,-0.845
1974-11-01,1974,11,-0.551
1974-12-01,1974,12,-0.36
1975-01-01,1975,1,-0.367
1975-02-01,1975,2,-0.25
1975-03-01,1975,3,-0.464
1975-04-01,1975,4,0.087
1975-05-01,1975,5,0.066
1975-06-01,1975,6,0.055
1975-07-01,1975,7,-0.039
1975-08-01,1975,8,-0.344
1975-09-01,1975,9,-0.857
1975-10-01,1975,10,-1.056
1975-11-01,1975,11,-0.328
1975-12-01,1975,12,-0.169
1976-01-01,1976,1,0.005
1976-02-01,1976,2,0.077
1976-03-01,1976,3,0.02
1976-04-01,1976,4,0.122
1976-05-01,1976,5,-0.004
1976-06-01,1976,6,0.369
1976-07-01,1976,7,0.593
1976-08-01,1976,8,0.107
1976-09-01,1976,9,-0.208
1976-10-01,1976,10,-0.231
1976-11-01,1976,11,-0.181
1976-12-01,1976,12,0.029
1977-01-01,1977,1,-0.003
1977-02-01,1977,2,-0.261
1977-03-01,1977,3,0.174
1977-04-01,1977,4,-0.029
1977-05-01,1977,5,-0.341
1977-06-01,1977,6,-0.095
1977-07-01,1977,7,-0.171
1977-08-01,1977,8,-0.261
1977-09-01,1977,9,-0.259
1977-10-01,1977,10,0.245
1977-11-01,1977,11,-0.127
1977-12-01,1977,12,-0.02
1978-01-01,1978,1,-0.64
1978-02-01,1978,2,-0.53
1978-03-01,1978,3,-0.583
1978-04-01,1978,4,-0.214
1978-05-01,1978,5,-0.533
1978-06-01,1978,6,-0.175
1978-07-01,1978,7,-0.107
1978-08-01,1978,8,-0.224
1978-09-01,1978,9,-0.26
1978-10-01,1978,10,-0.502
1978-11-01,1978,11,-0.458
1978-12-01,1978,12,-0.26
1979-01-01,1979,1,0.317
1979-02-01,1979,2,-0.159
1979-03-01,1979,3,-0.034
1979-04-01,1979,4,-0.207
1979-05-01,1979,5,-0.444
1979-06-01,1979,6,0.109
1979-07-01,1979,7,-0.315
1979-08-01,1979,8,-0.226
1979-09-01,1979,9,-0.279
1979-10-01,1979,10,-0.314
1979-11-01,1979,11,-0.251
1979-12-01,1979,12,-0.101
1980-01-01,1980,1,-0.158
1980-02-01,1980,2,-0.2
1980-03-01,1980,3,-0.418
1980-04-01,1980,4,-0.096
1980-05-01,1980,5,-0.066
1980-06-01,1980,6,-0.382
1980-07-01,1980,7,-0.661
1980-08-01,1980,8,-0.822
1980-09-01,1980,9,-0.745
1980-10-01,1980,10,-0.658
1980-11-01,1980,11,-0.417
1980-12-01,1980,12,-0.483
1981-01-01,1981,1,-0.201
1981-02-01,1981,2,-0.024
1981-03-01,1981,3,0.026
1981-04-01,1981,4,0.093
1981-05-01,1981,5,-0.018
1981-06-01,1981,6,-0.239
1981-07-01,1981,7,-0.56
1981-08-01,1981,8,-0.628
1981-09-01,1981,9,-0.757
1981-10-01,1981,10,-0.606
1981-11-01,1981,11,-0.327
1981-12-01,1981,12,-0.019
1982-01-01,1982,1,0.144
1982-02-01,1982,2,0.167
1982-03-01,1982,3,0.054
1982-04-01,1982,4,0.119
1982-05-01,1982,5,0.223
1982-06-01,1982,6,0.255
1982-07-01,1982,7,0.265
1982-08-01,1982,8,0.256
1982-09-01,1982,9,0.442
1982-10-01,1982,10,0.624
1982-11-01,1982,11,0.284
1982-12-01,1982,12,-0.163
1983-01-01,1983,1,-0.482
1983-02-01,1983,2,-0.588
1983-03-01,1983,3,-0.752
1983-04-01,1983,4,-0.556
1983-05-01,1983,5,-0.058
1983-06-01,1983,6,0.37
1983-07-01,1983,7,0.525
1983-08-01,1983,8,0.345
1983-09-01,1983,9,-0.068
1983-10-01,1983,10,-0.288
1983-11-01,1983,11,-0.343
1983-12-01,1983,12,-0.101
1984-01-01,1984,1,-0.223
1984-02-01,1984,2,-0.149
1984-03-01,1984,3,-0.122
1984-04-01,1984,4,0.05
1984-05-01,1984,5,-0.304
1984-06-01,1984,6,-0.356
1984-07-01,1984,7,-0.366
1984-08-01,1984,8,-0.497
1984-09-01,1984,9,-0.608
1984-10-01,1984,10,-0.654
1984-11-01,1984,11,-0.418
1984-12-01,1984,12,-0.278
1985-01-01,1985,1,-0.467
1985-02-01,1985,2,-0.627
1985-03-01,1985,3,-0.541
1985-04-01,1985,4,-0.2
1985-05-01,1985,5,-0.223
1985-06-01,1985,6,-0.629
1985-07-01,1985,7,-0.404
1985-08-01,1985,8,-0.459
1985-09-01,1985,9,-0.238
1985-10-01,1985,10,-0.498
1985-11-01,1985,11,0.074
1985-12-01,1985,12,-0.417
1986-01-01,1986,1,-0.113
1986-02-01,1986,2,-0.135
1986-03-01,1986,3,-0.2
1986-04-01,1986,4,-0.286
1986-05-01,1986,5,-0.154
1986-06-01,1986,6,-0.279
1986-07-01,1986,7,-0.546
1986-08-01,1986,8,-0.401
1986-09-01,1986,9,-0.142
1986-10-01,1986,10,-0.048
1986-11-01,1986,11,-0.243
1986-12-01,1986,12,-0.274
1987-01-01,1987,1,-0.081
1987-02-01,1987,2,0.041
1987-03-01,1987,3,-0.138
1987-04-01,1987,4,-0.157
1987-05-01,1987,5,0.165
1987-06-01,1987,6,0.109
1987-07-01,1987,7,0.206
1987-08-01,1987,8,0.297
1987-09-01,1987,9,0.392
1987-10-01,1987,10,0.254
1987-11-01,1987,11,-0.051
1987-12-01,1987,12,0.152
1988-01-01,1988,1,0.353
1988-02-01,1988,2,-0.154
1988-03-01,1988,3,-0.313
1988-04-01,1988,4,-0.128
1988-05-01,1988,5,-0.513
1988-06-01,1988,6,-0.272
1988-07-01,1988,7,-0.15
1988-08-01,1988,8,-0.289
1988-09-01,1988,9,-0.394
1988-10-01,1988,10,-0.525
1988-11-01,1988,11,-0.184
1988-12-01,1988,12,0.156
1989-01-01,1989,1,-0.281
1989-02-01,1989,2,-0.045
1989-03-01,1989,3,-0.319
1989-04-01,1989,4,-0.48
1989-05-01,1989,5,-0.594
1989-06-01,1989,6,-0.78
1989-07-01,1989,7,-0.447
1989-08-01,1989,8,-0.321
1989-09-01,1989,9,-0.224
1989-10-01,1989,10,-0.412
1989-11-01,1989,11,-0.338
1989-12-01,1989,12,-0.167
1990-01-01,1990,1,-0.099
1990-02-01,1990,2,-0.289
1990-03-01,1990,3,-0.143
1990-04-01,1990,4,-0.385
1990-05-01,1990,5,-0.349
1990-06-01,1990,6,-0.568
1990-07-01,1990,7,-0.246
1990-08-01,1990,8,-0.391
1990-09-01,1990,9,-0.183
1990-10-01,1990,10,-0.345
1990-11-01,1990,11,-0.095
1990-12-01,1990,12,0.003
1991-01-01,1991,1,0.065
1991-02-01,1991,2,-0.097
1991-03-01,1991,3,-0.037
1991-04-01,1991,4,0.288
1991-05-01,1991,5,0.379
1991-06-01,1991,6,0.263
1991-07-01,1991,7,0.269
1991-08-01,1991,8,0.058
1991-09-01,1991,9,0.099
1991-10-01,1991,10,-0.031
1991-11-01,1991,11,0.04
1991-12-01,1991,12,0.084
1992-01-01,1992,1,-0.321
1992-02-01,1992,2,-0.388
1992-03-01,1992,3,-0.671
1992-04-01,1992,4,-0.553
1992-05-01,1992,5,-0.549
1992-06-01,1992,6,-0.861
1992-07-01,1992,7,-0.479
1992-08-01,1992,8,-0.768
1992-09-01,1992,9,-0.833
1992-10-01,1992,10,-0.627
1992-11-01,1992,11,-0.4
1992-12-01,1992,12,-0.316
1993-01-01,1993,1,-0.196
1993-02-01,1993,2,0.035
1993-03-01,1993,3,-0.295
1993-04-01,1993,4,-0.181
1993-05-01,1993,5,-0.027
1993-06-01,1993,6,-0.108
1993-07-01,1993,7,-0.152
1993-08-01,1993,8,-0.306
1993-09-01,1993,9,-0.17
1993-10-01,1993,10,-0.156
1993-11-01,1993,11,-0.149
1993-12-01,1993,12,-0.206
1994-01-01,1994,1,0.025
1994-02-01,1994,2,-0.146
1994-03-01,1994,3,0.202
1994-04-01,1994,4,0.351
1994-05-01,1994,5,0.544
1994-06-01,1994,6,0.433
1994-07-01,1994,7,0.557
1994-08-01,1994,8,0.811
1994-09-01,1994,9,0.529
1994-10-01,1994,10,0.707
1994-11-01,1994,11,0.287
1994-12-01,1994,12,0.263
1995-01-01,1995,1,0.139
1995-02-01,1995,2,0.164
1995-03-01,1995,3,-0.05
1995-04-01,1995,4,-0.221
1995-05-01,1995,5,-0.251
1995-06-01,1995,6,-0.078
1995-07-01,1995,7,-0.169
1995-08-01,1995,8,-0.144
1995-09-01,1995,9,-0.18
1995-10-01,1995,10,-0.367
1995-11-01,1995,11,-0.295
1995-12-01,1995,12,0.09
1996-01-01,1996,1,-0.021
1996-02-01,1996,2,-0.033
1996-03-01,1996,3,-0.085
1996-04-01,1996,4,-0.369
1996-05-01,1996,5,-0.266
1996-06-01,1996,6,-0.395
1996-07-01,1996,7,-0.644
1996-08-01,1996,8,-0.681
1996-09-01,1996,9,-0.712
1996-10-01,1996,10,-1.109
1996-11-01,1996,11,-0.797
1996-12-01,1996,12,-0.413
1997-01-01,1997,1,-0.11
1997-02-01,1997,2,0.079
1997-03-01,1997,3,0.043
1997-04-01,1997,4,0.054
1997-05-01,1997,5,0.026
1997-06-01,1997,6,0.081
1997-07-01,1997,7,0.447
1997-08-01,1997,8,0.633
1997-09-01,1997,9,0.771
1997-10-01,1997,10,0.874
1997-11-01,1997,11,1.279
1997-12-01,1997,12,0.863
1998-01-01,1998,1,0.525
1998-02-01,1998,2,0.422
1998-03-01,1998,3,-0.055
1998-04-01,1998,4,0.047
1998-05-01,1998,5,0.14
1998-06-01,1998,6,0.147
1998-07-01,1998,7,-0.385
1998-08-01,1998,8,-0.58
1998-09-01,1998,9,-0.496
1998-10-01,1998,10,-0.743
1998-11-01,1998,11,-0.653
1998-12-01,1998,12,-0.336
1999-01-01,1999,1,-0.13
1999-02-01,1999,2,-0.038
1999-03-01,1999,3,0.102
1999-04-01,1999,4,-0.001
1999-05-01,1999,5,-0.186
1999-06-01,1999,6,-0.146
1999-07-01,1999,7,0.111
1999-08-01,1999,8,0.023
1999-09-01,1999,9,-0.049
1999-10-01,1999,10,-0.189
1999-11-01,1999,11,-0.116
1999-12-01,1999,12,-0.148
2000-01-01,2000,1,-0.125
2000-02-01,2000,2,-0.009
2000-03-01,2000,3,0.141
2000-04-01,2000,4,0.141
2000-05-01,2000,5,0.113
2000-06-01,2000,6,-0.022
2000-07-01,2000,7,0.077
2000-08-01,2000,8,0.131
2000-09-01,2000,9,-0.096
2000-10-01,2000,10,-0.142
2000-11-01,2000,11,-0.306
2000-12-01,2000,12,-0.248
2001-01-01,2001,1,-0.431
2001-02-01,2001,2,-0.016
2001-03-01,2001,3,-0.01
2001-04-01,2001,4,0.136
2001-05-01,2001,5,0.137
2001-06-01,2001,6,0.127
2001-07-01,2001,7,-0.14
2001-08-01,2001,8,-0.301
2001-09-01,2001,9,-0.223
2001-10-01,2001,10,-0.451
2001-11-01,2001,11,-0.245
2001-12-01,2001,12,-0.051
2002-01-01,2002,1,-0.142
2002-02-01,2002,2,-0.098
2002-03-01,2002,3,0.008
2002-04-01,2002,4,-0.352
2002-05-01,2002,5,-0.329
2002-06-01,2002,6,-0.189
2002-07-01,2002,7,-0.261
2002-08-01,2002,8,-0.208
2002-09-01,2002,9,0.286
2002-10-01,2002,10,0.405
2002-11-01,2002,11,0.096
2002-12-01,2002,12,-0.158
2003-01-01,2003,1,-0.239
2003-02-01,2003,2,0.017
2003-03-01,2003,3,-0.039
2003-04-01,2003,4,-0.099
2003-05-01,2003,5,-0.164
2003-06-01,2003,6,0.139
2003-07-01,2003,7,0.131
2003-08-01,2003,8,0.108
2003-09-01,2003,9,-0.06
2003-10-01,2003,10,-0.243
2003-11-01,2003,11,-0.159
2003-12-01,2003,12,0.189
2004-01-01,2004,1,0.044
2004-02-01,2004,2,0.114
2004-03-01,2004,3,0.077
2004-04-01,2004,4,-0.079
2004-05-01,2004,5,-0.565
2004-06-01,2004,6,-0.384
2004-07-01,2004,7,-0.301
2004-08-01,2004,8,-0.133
2004-09-01,2004,9,-0.106
2004-10-01,2004,10,-0.004
2004-11-01,2004,11,-0.153
2004-12-01,2004,12,-0.132
2005-01-01,2005,1,-0.124
2005-02-01,2005,2,-0.56
2005-03-01,2005,3,-0.433
2005-04-01,2005,4,0.084
2005-05-01,2005,5,-0.033
2005-06-01,2005,6,-0.176
2005-07-01,2005,7,-0.384
2005-08-01,2005,8,-0.345
2005-09-01,2005,9,-0.534
2005-10-01,2005,10,-0.436
2005-11-01,2005,11,-0.272
2005-12-01,2005,12,-0.3
2006-01-01,2006,1,-0.135
2006-02-01,2006,2,-0.306
2006-03-01,2006,3,-0.226
2006-04-01,2006,4,-0.015
2006-05-01,2006,5,-0.208
2006-06-01,2006,6,-0.059
2006-07-01,2006,7,0.04
2006-08-01,2006,8,0.229
2006-09-01,2006,9,0.428
2006-10-01,2006,10,0.577
2006-11-01,2006,11,0.501
2006-12-01,2006,12,0.172
2007-01-01,2007,1,0.225
2007-02-01,2007,2,0.15
2007-03-01,2007,3,0.115
2007-04-01,2007,4,0.1
2007-05-01,2007,5,0.27
2007-06-01,2007,6,0.031
2007-07-01,2007,7,0.045
2007-08-01,2007,8,0.237
2007-09-01,2007,9,0.235
2007-10-01,2007,10,0.068
2007-11-01,2007,11,-0.023
2007-12-01,2007,12,-0.227
2008-01-01,2008,1,0.115
2008-02-01,2008,2,-0.072
2008-03-01,2008,3,0.097
2008-04-01,2008,4,-0.153
