date,year,month,nino_1_2,nino_3,nino_3_4,nino_4
1998-03-01,1998,3,2.74,1.92,1.34,0.3
1998-04-01,1998,4,2.68,1.64,0.78,-0.07
1998-05-01,1998,5,2.72,1.39,0.57,-0.26
1998-06-01,1998,6,2.24,0.37,-0.39,-0.71
1998-07-01,1998,7,1.42,-0.38,-0.99,-0.78
1998-08-01,1998,8,0.96,-0.67,-1.28,-1.02
1998-09-01,1998,9,0.22,-0.95,-1.26,-1.02
1998-10-01,1998,10,0.33,-0.99,-1.46,-1.34
1998-11-01,1998,11,-0.14,-0.86,-1.46,-1.45
1998-12-01,1998,12,-0.18,-1.1,-1.69,-1.48
1999-01-01,1999,1,-0.78,-1.25,-1.69,-1.68
1999-02-01,1999,2,-0.54,-0.88,-1.32,-1.64
1999-03-01,1999,3,-0.04,-0.52,-0.95,-1.35
1999-04-01,1999,4,-0.9,-0.87,-1.11,-1.21
1999-05-01,1999,5,-0.69,-0.81,-1.15,-1.03
1999-06-01,1999,6,-0.76,-0.9,-1.19,-1.01
1999-07-01,1999,7,-0.23,-0.76,-1.17,-1.14
1999-08-01,1999,8,-0.11,-0.84,-1.22,-1.1
1999-09-01,1999,9,-1.05,-1.11,-1.09,-0.97
1999-10-01,1999,10,-0.86,-1.38,-1.23,-0.97
1999-11-01,1999,11,-1.23,-1.5,-1.58,-1.27
1999-12-01,1999,12,-0.64,-1.55,-1.74,-1.36
2000-01-01,2000,1,-0.76,-1.66,-1.77,-1.33
2000-02-01,2000,2,-0.62,-1.14,-1.55,-1.47
2000-03-01,2000,3,-0.47,-0.5,-0.98,-1.43
2000-04-01,2000,4,-0.04,-0.17,-0.87,-1.43
2000-05-01,2000,5,-0.4,-0.37,-0.86,-1.29
2000-06-01,2000,6,-0.38,-0.59,-0.79,-0.91
2000-07-01,2000,7,-0.28,-0.62,-0.67,-0.73
2000-08-01,2000,8,-0.57,-0.48,-0.49,-0.62
2000-09-01,2000,9,-0.23,-0.32,-0.52,-0.49
2000-10-01,2000,10,-0.27,-0.5,-0.7,-0.65
2000-11-01,2000,11,-1.19,-0.7,-0.79,-0.77
2000-12-01,2000,12,-0.96,-0.66,-0.92,-0.95
2001-01-01,2001,1,-0.63,-0.42,-0.73,-0.89
2001-02-01,2001,2,-0.48,-0.28,-0.63,-0.82
2001-03-01,2001,3,0.17,-0.01,-0.48,-0.71
2001-04-01,2001,4,0.18,-0.12,-0.49,-0.59
2001-05-01,2001,5,-0.71,-0.14,-0.34,-0.39
2001-06-01,2001,6,-0.85,-0.28,-0.19,-0.17
2001-07-01,2001,7,-0.58,-0.27,-0.04,0.09
2001-08-01,2001,8,-0.84,-0.22,-0.05,0.05
2001-09-01,2001,9,-1.13,-0.59,-0.2,0.21
2001-10-01,2001,10,-1.13,-0.43,-0.14,0.19
2001-11-01,2001,11,-0.89,-0.68,-0.37,0.08
2001-12-01,2001,12,-1.02,-0.62,-0.41,0.12
2002-01-01,2002,1,-0.78,-0.49,-0.15,0.4
2002-02-01,2002,2,-0.07,-0.24,-0.04,0.46
2002-03-01,2002,3,0.77,0.14,0.01,0.25
2002-04-01,2002,4,0.82,0.0,0.02,0.41
2002-05-01,2002,5,0.63,0.26,0.31,0.6
2002-06-01,2002,6,0.38,0.57,0.72,0.64
2002-07-01,2002,7,-0.23,0.39,0.74,0.63
2002-08-01,2002,8,-0.26,0.51,0.87,0.64
2002-09-01,2002,9,0.2,0.86,1.09,0.61
2002-10-01,2002,10,0.37,0.99,1.25,0.65
2002-11-01,2002,11,0.97,1.3,1.47,0.85
2002-12-01,2002,12,1.1,1.21,1.37,0.84
2003-01-01,2003,1,0.13,0.57,0.6,0.57
2003-02-01,2003,2,-0.12,0.44,0.64,0.69
2003-03-01,2003,3,-0.07,0.19,0.36,0.6
2003-04-01,2003,4,-0.56,-0.44,-0.14,0.33
2003-05-01,2003,5,-1.65,-0.96,-0.61,-0.05
2003-06-01,2003,6,-1.35,-0.59,-0.29,0.1
2003-07-01,2003,7,-1.01,0.12,0.21,0.19
2003-08-01,2003,8,0.01,0.26,0.26,0.19
2003-09-01,2003,9,-0.45,0.15,0.27,0.18
2003-10-01,2003,10,0.23,0.4,0.42,0.36
2003-11-01,2003,11,0.28,0.64,0.33,0.37
2003-12-01,2003,12,0.22,0.77,0.43,0.43
2004-01-01,2004,1,-0.21,0.42,0.27,0.43
2004-02-01,2004,2,-0.07,0.3,0.23,0.38
2004-03-01,2004,3,-0.74,0.13,0.12,0.1
2004-04-01,2004,4,-0.57,-0.07,0.07,0.09
2004-05-01,2004,5,-1.59,-0.45,0.06,0.11
2004-06-01,2004,6,-1.07,-0.26,0.13,0.22
2004-07-01,2004,7,-0.78,-0.02,0.49,0.42
2004-08-01,2004,8,-0.75,0.24,0.76,0.55
2004-09-01,2004,9,-0.27,0.45,0.81,0.69
2004-10-01,2004,10,0.15,0.54,0.73,0.7
2004-11-01,2004,11,0.72,0.63,0.66,0.76
2004-12-01,2004,12,0.36,0.69,0.74,0.87
2005-01-01,2005,1,-0.02,0.32,0.66,0.88
2005-02-01,2005,2,-0.94,-0.09,0.36,0.67
2005-03-01,2005,3,-1.46,-0.07,0.45,0.61
2005-04-01,2005,4,-0.42,-0.05,0.26,0.42
2005-05-01,2005,5,-0.38,0.16,0.3,0.29
2005-06-01,2005,6,-0.77,0.06,0.04,0.17
2005-07-01,2005,7,-0.35,0.1,-0.23,-0.11
2005-08-01,2005,8,-0.4,0.18,-0.05,-0.06
2005-09-01,2005,9,-0.74,-0.08,-0.04,0.03
2005-10-01,2005,10,-1.27,-0.34,-0.06,0.09
2005-11-01,2005,11,-1.43,-1.13,-0.59,-0.14
2005-12-01,2005,12,-0.92,-1.22,-0.92,-0.26
2006-01-01,2006,1,-0.37,-0.81,-0.91,-0.5
2006-02-01,2006,2,0.22,-0.35,-0.67,-0.67
2006-03-01,2006,3,-0.29,-0.55,-0.71,-0.59
2006-04-01,2006,4,-1.5,-0.42,-0.32,-0.34
2006-05-01,2006,5,-0.56,-0.08,-0.09,-0.06
2006-06-01,2006,6,-0.21,-0.01,0.0,0.06
2006-07-01,2006,7,0.2,0.01,0.01,0.2
2006-08-01,2006,8,0.7,0.39,0.31,0.42
2006-09-01,2006,9,0.97,0.83,0.6,0.63
2006-10-01,2006,10,1.05,0.88,0.7,0.69
2006-11-01,2006,11,0.79,0.99,0.99,0.92
2006-12-01,2006,12,0.71,1.14,1.14,0.92
2007-01-01,2007,1,0.66,0.87,0.7,0.65
2007-02-01,2007,2,0.11,0.08,0.13,0.46
2007-03-01,2007,3,-0.64,-0.4,-0.18,0.34
2007-04-01,2007,4,-1.22,-0.63,-0.32,0.1
2007-05-01,2007,5,-1.79,-0.88,-0.47,-0.08
2007-06-01,2007,6,-1.61,-0.72,-0.35,-0.07
2007-07-01,2007,7,-0.98,-0.95,-0.59,-0.22
2007-08-01,2007,8,-1.2,-1.18,-0.72,-0.31
2007-09-01,2007,9,-0.97,-1.27,-1.11,-0.65
2007-10-01,2007,10,-1.52,-1.43,-1.39,-0.85
2007-11-01,2007,11,-1.73,-1.62,-1.54,-1.09
2007-12-01,2007,12,-1.66,-1.66,-1.58,-1.12
2008-01-01,2008,1,-0.48,-1.46,-1.68,-1.45
2008-02-01,2008,2,0.22,-1.24,-1.67,-1.58
2008-03-01,2008,3,0.39,-0.75,-1.21,-1.35
2008-04-01,2008,4,0.41,-0.46,-0.99,-1.16
2008-05-01,2008,5,0.54,-0.25,-0.84,-1.11
2008-06-01,2008,6,0.55,-0.16,-0.68,-1.01
2008-07-01,2008,7,0.99,0.28,-0.3,-0.83
2008-08-01,2008,8,1.4,0.5,-0.13,-0.75
2008-09-01,2008,9,1.02,0.3,-0.25,-0.68
2008-10-01,2008,10,0.35,0.09,-0.35,-0.59
2008-11-01,2008,11,-0.28,-0.12,-0.46,-0.72
2008-12-01,2008,12,-0.45,-0.56,-0.86,-0.81
2009-01-01,2009,1,-0.17,-0.51,-0.89,-0.95
2009-02-01,2009,2,-0.68,-0.57,-0.79,-0.85
2009-03-01,2009,3,-0.81,-0.71,-0.69,-0.58
2009-04-01,2009,4,0.41,-0.17,-0.35,-0.26
2009-05-01,2009,5,0.34,0.29,0.06,-0.01
2009-06-01,2009,6,0.65,0.56,0.31,0.18
2009-07-01,2009,7,0.75,0.69,0.48,0.29
2009-08-01,2009,8,0.84,0.8,0.56,0.44
2009-09-01,2009,9,0.51,0.78,0.68,0.57
2009-10-01,2009,10,0.32,0.78,0.89,0.92
2009-11-01,2009,11,0.33,1.08,1.46,1.12
2009-12-01,2009,12,0.6,1.33,1.74,1.18
2010-01-01,2010,1,0.28,1.07,1.52,1.12
2010-02-01,2010,2,0.12,0.88,1.25,0.88
2010-03-01,2010,3,0.07,0.55,0.9,0.75
2010-04-01,2010,4,-0.11,0.27,0.38,0.5
2010-05-01,2010,5,0.24,-0.17,-0.22,0.1
2010-06-01,2010,6,0.01,-0.71,-0.69,-0.31
2010-07-01,2010,7,-1.03,-1.01,-1.07,-0.79
2010-08-01,2010,8,-1.31,-1.14,-1.39,-1.25
2010-09-01,2010,9,-1.22,-1.29,-1.6,-1.44
2010-10-01,2010,10,-1.28,-1.48,-1.69,-1.61
2010-11-01,2010,11,-1.31,-1.52,-1.64,-1.59
2010-12-01,2010,12,-0.9,-1.5,-1.6,-1.45
2011-01-01,2011,1,-0.48,-1.26,-1.54,-1.4
2011-02-01,2011,2,-0.16,-0.77,-1.11,-1.05
2011-03-01,2011,3,-0.88,-0.73,-0.93,-0.81
2011-04-01,2011,4,-0.19,-0.33,-0.77,-0.74
2011-05-01,2011,5,0.11,-0.29,-0.52,-0.57
2011-06-01,2011,6,0.3,-0.12,-0.38,-0.51
2011-07-01,2011,7,0.1,-0.2,-0.43,-0.48
2011-08-01,2011,8,-0.21,-0.39,-0.65,-0.63
2011-09-01,2011,9,-0.74,-0.61,-0.8,-0.76
2011-10-01,2011,10,-0.78,-1.06,-1.05,-0.9
2011-11-01,2011,11,-0.57,-1.12,-1.19,-0.9
2011-12-01,2011,12,-0.68,-0.92,-1.06,-1.01
2012-01-01,2012,1,-0.18,-0.57,-0.87,-1.02
2012-02-01,2012,2,0.36,-0.19,-0.67,-0.91
2012-03-01,2012,3,0.16,-0.18,-0.61,-0.77
2012-04-01,2012,4,0.9,-0.02,-0.5,-0.59
2012-05-01,2012,5,0.87,0.09,-0.32,-0.52
2012-06-01,2012,6,1.02,0.44,0.02,-0.39
2012-07-01,2012,7,0.4,0.57,0.25,-0.26
2012-08-01,2012,8,0.07,0.52,0.47,0.08
2012-09-01,2012,9,0.06,0.34,0.38,0.21
2012-10-01,2012,10,-0.37,0.02,0.26,0.31
2012-11-01,2012,11,-0.41,-0.02,0.16,0.3
2012-12-01,2012,12,-0.85,-0.42,-0.25,0.06
2013-01-01,2013,1,-0.68,-0.66,-0.53,-0.08
2013-02-01,2013,2,-0.73,-0.56,-0.52,-0.19
2013-03-01,2013,3,-0.67,-0.12,-0.25,-0.37
2013-04-01,2013,4,-1.23,-0.36,-0.25,-0.27
2013-05-01,2013,5,-1.58,-0.82,-0.4,-0.23
2013-06-01,2013,6,-1.91,-0.89,-0.42,-0.2
2013-07-01,2013,7,-1.6,-0.7,-0.39,-0.24
2013-08-01,2013,8,-1.16,-0.65,-0.38,-0.18
2013-09-01,2013,9,-0.77,-0.33,-0.18,-0.11
2013-10-01,2013,10,-0.75,-0.19,-0.2,-0.04
2013-11-01,2013,11,-0.56,-0.2,-0.14,0.04
2013-12-01,2013,12,-0.44,-0.13,-0.17,-0.06
2014-01-01,2014,1,-0.01,-0.43,-0.49,-0.18
2014-02-01,2014,2,-0.61,-0.79,-0.62,0.07
2014-03-01,2014,3,-0.31,-0.32,-0.28,0.28
2014-04-01,2014,4,-0.03,0.06,0.08,0.35
2014-05-01,2014,5,1.06,0.38,0.32,0.53
2014-06-01,2014,6,1.54,0.53,0.23,0.39
2014-07-01,2014,7,0.98,0.31,-0.06,0.14
2014-08-01,2014,8,0.89,0.18,-0.03,0.25
2014-09-01,2014,9,0.8,0.37,0.29,0.39
2014-10-01,2014,10,0.69,0.58,0.44,0.48
2014-11-01,2014,11,0.8,0.77,0.75,0.73
2014-12-01,2014,12,0.41,0.68,0.71,0.76
2015-01-01,2015,1,-0.16,0.35,0.51,0.75
2015-02-01,2015,2,-0.53,0.05,0.42,0.87
2015-03-01,2015,3,0.09,0.1,0.47,0.9
2015-04-01,2015,4,1.0,0.63,0.7,0.98
2015-05-01,2015,5,1.55,0.94,0.92,0.94
2015-06-01,2015,6,2.19,1.45,1.18,0.92
2015-07-01,2015,7,2.54,1.85,1.46,0.88
2015-08-01,2015,8,1.65,2.09,1.93,0.99
2015-09-01,2015,9,2.28,2.5,2.21,1.06
2015-10-01,2015,10,2.12,2.62,2.36,1.08
2015-11-01,2015,11,2.28,2.84,2.72,1.44
2015-12-01,2015,12,2.21,2.84,2.66,1.37
2016-01-01,2016,1,1.79,2.59,2.57,1.22
2016-02-01,2016,2,1.3,1.97,2.26,1.22
2016-03-01,2016,3,1.35,1.53,1.62,1.07
2016-04-01,2016,4,0.45,0.62,0.91,0.74
2016-05-01,2016,5,0.49,-0.03,0.3,0.53
2016-06-01,2016,6,0.64,-0.14,-0.03,0.39
2016-07-01,2016,7,0.25,-0.61,-0.48,0.15
2016-08-01,2016,8,0.24,-0.53,-0.58,-0.06
2016-09-01,2016,9,0.57,-0.26,-0.58,-0.25
2016-10-01,2016,10,0.34,-0.56,-0.74,-0.44
2016-11-01,2016,11,0.12,-0.62,-0.76,-0.46
2016-12-01,2016,12,0.43,-0.47,-0.5,-0.19
2017-01-01,2017,1,0.93,-0.08,-0.43,-0.16
2017-02-01,2017,2,1.36,0.42,-0.08,-0.09
2017-03-01,2017,3,1.61,0.35,0.03,-0.03
2017-04-01,2017,4,1.05,0.45,0.22,0.06
2017-05-01,2017,5,0.21,0.29,0.37,0.19
2017-06-01,2017,6,-0.24,0.06,0.34,0.32
2017-07-01,2017,7,-0.32,0.04,0.25,0.26
2017-08-01,2017,8,-0.34,-0.25,-0.16,0.08
2017-09-01,2017,9,-0.81,-0.72,-0.43,-0.04
2017-10-01,2017,10,-0.81,-0.72,-0.56,-0.2
2017-11-01,2017,11,-1.2,-1.08,-0.97,-0.4
2017-12-01,2017,12,-1.42,-1.22,-0.98,-0.52
2018-01-01,2018,1,-1.12,-1.18,-0.98,-0.44
2018-02-01,2018,2,-0.97,-0.9,-0.78,-0.35
2018-03-01,2018,3,-1.35,-0.93,-0.8,-0.22
2018-04-01,2018,4,-1.03,-0.62,-0.51,0.02
2018-05-01,2018,5,-0.75,-0.33,-0.2,0.16
2018-06-01,2018,6,-0.72,0.01,0.04,0.24
2018-07-01,2018,7,-0.4,0.11,0.12,0.23
2018-08-01,2018,8,-0.27,-0.06,0.09,0.45
2018-09-01,2018,9,-0.08,0.35,0.47,0.58
2018-10-01,2018,10,0.16,0.75,0.9,0.95
2018-11-01,2018,11,0.81,0.9,0.9,0.92
2018-12-01,2018,12,1.05,0.92,0.89,0.91
2019-01-01,2019,1,0.83,0.6,0.65,0.76
2019-02-01,2019,2,0.52,0.59,0.71,0.71
2019-03-01,2019,3,0.12,0.64,0.81,0.64
2019-04-01,2019,4,0.3,0.55,0.62,0.52
2019-05-01,2019,5,0.2,0.5,0.55,0.54
2019-06-01,2019,6,-0.34,0.2,0.45,0.61
2019-07-01,2019,7,-0.69,-0.1,0.35,0.76
2019-08-01,2019,8,-0.76,-0.32,0.04,0.65
2019-09-01,2019,9,-0.71,-0.27,0.03,0.58
2019-10-01,2019,10,-0.74,0.16,0.48,0.75
2019-11-01,2019,11,-0.11,0.33,0.52,0.76
2019-12-01,2019,12,-0.04,0.24,0.52,0.87
2020-01-01,2020,1,-0.37,0.22,0.6,0.85
2020-02-01,2020,2,0.02,0.1,0.37,0.78
2020-03-01,2020,3,-0.06,0.2,0.48,0.75
2020-04-01,2020,4,0.28,0.27,0.36,0.52
2020-05-01,2020,5,-0.14,-0.33,-0.27,0.09
2020-06-01,2020,6,-0.7,-0.69,-0.34,0.12
2020-07-01,2020,7,-1.28,-0.59,-0.3,-0.01
2020-08-01,2020,8,-1.05,-0.61,-0.59,-0.31
2020-09-01,2020,9,-1.22,-0.99,-0.83,-0.55
2020-10-01,2020,10,-0.6,-1.1,-1.26,-0.8
2020-11-01,2020,11,-0.58,-1.21,-1.42,-0.9
2020-12-01,2020,12,-0.6,-0.82,-1.15,-1.0
2021-01-01,2021,1,-0.88,-0.62,-1.0,-1.05
2021-02-01,2021,2,-0.86,-0.73,-1.0,-0.96
2021-03-01,2021,3,-0.75,-0.69,-0.8,-0.65
2021-04-01,2021,4,-0.94,-0.79,-0.72,-0.43
2021-05-01,2021,5,-0.79,-0.56,-0.46,-0.21
2021-06-01,2021,6,-0.37,-0.32,-0.28,-0.14
2021-07-01,2021,7,-0.21,-0.32,-0.39,-0.23
2021-08-01,2021,8,-0.29,-0.45,-0.53,-0.28
2021-09-01,2021,9,-0.7,-0.43,-0.55,-0.54
2021-10-01,2021,10,-0.87,-0.78,-0.94,-0.73
2021-11-01,2021,11,-1.12,-1.03,-0.94,-0.68
2021-12-01,2021,12,-1.69,-1.27,-1.06,-0.74
2022-01-01,2022,1,-1.11,-1.31,-0.94,-0.37
2022-02-01,2022,2,-1.58,-1.14,-0.89,-0.37
2022-03-01,2022,3,-0.76,-0.73,-0.97,-0.69
2022-04-01,2022,4,-1.4,-0.92,-1.11,-0.83
2022-05-01,2022,5,-1.66,-1.05,-1.11,-0.8
2022-06-01,2022,6,-1.49,-0.81,-0.75,-0.7
2022-07-01,2022,7,-1.2,-0.53,-0.69,-0.98
2022-08-01,2022,8,-0.6,-0.67,-0.97,-1.09
2022-09-01,2022,9,-1.02,-0.96,-1.07,-1.17
2022-10-01,2022,10,-1.78,-1.11,-0.99,-1.12
2022-11-01,2022,11,-1.13,-0.94,-0.9,-0.99
2022-12-01,2022,12,-0.46,-0.82,-0.85,-0.84
2023-01-01,2023,1,-0.56,-0.56,-0.72,-0.66
2023-02-01,2023,2,0.48,-0.1,-0.46,-0.55
2023-03-01,2023,3,1.49,0.3,-0.11,-0.25
2023-04-01,2023,4,2.62,0.47,0.14,0.13
2023-05-01,2023,5,2.22,0.84,0.46,0.3
2023-06-01,2023,6,2.5,1.26,0.84,0.58
2023-07-01,2023,7,2.98,1.6,1.02,0.7
2023-08-01,2023,8,3.29,2.0,1.35,0.93
2023-09-01,2023,9,2.42,2.1,1.6,1.12
2023-10-01,2023,10,2.32,2.15,1.72,1.23
2023-11-01,2023,11,2.07,2.1,2.02,1.51
2023-12-01,2023,12,1.61,2.02,2.03,1.5
2024-01-01,2024,1,1.29,1.85,1.81,1.54
2024-02-01,2024,2,1.12,1.52,1.52,1.26
2024-03-01,2024,3,0.25,0.83,1.13,0.99
2024-04-01,2024,4,-0.21,0.5,0.77,0.92
2024-05-01,2024,5,-1.16,-0.19,0.23,0.79
2024-06-01,2024,6,-0.95,-0.27,0.17,0.71
2024-07-01,2024,7,-0.78,-0.14,0.04,0.51
2024-08-01,2024,8,-0.42,-0.29,-0.12,0.41
2024-09-01,2024,9,-0.75,-0.2,-0.26,0.15
2024-10-01,2024,10,-0.32,-0.16,-0.27,0.12
2024-11-01,2024,11,0.06,-0.16,-0.25,0.12
2024-12-01,2024,12,-0.03,-0.39,-0.6,-0.28
2025-01-01,2025,1,-0.33,-0.3,-0.74,-0.55
2025-02-01,2025,2,0.58,0.02,-0.43,-0.52
2025-03-01,2025,3,0.99,0.45,0.01,-0.34
2025-04-01,2025,4,0.42,0.05,-0.14,-0.17
2025-05-01,2025,5,-0.06,-0.13,-0.13,0.04
2025-06-01,2025,6,0.09,-0.08,-0.07,0.17
2025-07-01,2025,7,0.25,-0.02,-0.14,0.03
2025-08-01,2025,8,0.06,-0.25,-0.36,-0.15
2025-09-01,2025,9,-0.44,-0.5,-0.47,-0.27
2025-10-01,2025,10,-0.35,-0.41,-0.5,-0.41
2025-11-01,2025,11,-0.46,-0.63,-0.7,-0.52
2025-12-01,2025,12,-0.62,-0.8,-0.67,-0.33
2026-01-01,2026,1,-0.29,-0.64,-0.58,-0.08
2026-02-01,2026,2,0.71,-0.09,-0.27,0.2
2026-03-01,2026,3,0.89,0.21,-0.01,0.43
2026-04-01,2026,4,1.31,0.43,0.29,0.82
2026-05-01,2026,5,1.82,1.16,0.9,1.08
2026-06-01,2026,6,2.82,1.71,1.44,1.22
