date,hour_utc,romi_pc1,romi_pc2,phase_space_x,phase_space_y,phase,amplitude
1991-01-01,0,0.12526,-0.06945,-0.06945,-0.12526,2,0.14323
1991-01-02,0,0.18542,-0.04887,-0.04887,-0.18542,2,0.19175
1991-01-03,0,0.2396,-0.03933,-0.03933,-0.2396,2,0.24281
1991-01-04,0,0.27446,0.0199,0.0199,-0.27446,3,0.27518
1991-01-05,0,0.27714,0.07555,0.07555,-0.27714,3,0.28725
1991-01-06,0,0.37999,0.23959,0.23959,-0.37999,3,0.44922
1991-01-07,0,0.42803,0.26655,0.26655,-0.42803,3,0.50424
1991-01-08,0,0.49339,0.34553,0.34553,-0.49339,3,0.60235
1991-01-09,0,0.50765,0.41978,0.41978,-0.50765,3,0.65873
1991-01-10,0,0.46603,0.45432,0.45432,-0.46603,3,0.65084
1991-01-11,0,0.43921,0.44696,0.44696,-0.43921,4,0.62664
1991-01-12,0,0.38635,0.44401,0.44401,-0.38635,4,0.58857
1991-01-13,0,0.36751,0.39319,0.39319,-0.36751,4,0.5382
1991-01-14,0,0.41747,0.31856,0.31856,-0.41747,3,0.52513
1991-01-15,0,0.42911,0.30929,0.30929,-0.42911,3,0.52896
1991-01-16,0,0.38285,0.33681,0.33681,-0.38285,3,0.50991
1991-01-17,0,0.30184,0.36904,0.36904,-0.30184,4,0.47676
1991-01-18,0,0.20248,0.42847,0.42847,-0.20248,4,0.4739
1991-01-19,0,0.18513,0.50673,0.50673,-0.18513,4,0.53949
1991-01-20,0,0.18808,0.66463,0.66463,-0.18808,4,0.69072
1991-01-21,0,0.16147,0.81402,0.81402,-0.16147,4,0.82988
1991-01-22,0,0.09035,0.96613,0.96613,-0.09035,4,0.97035
1991-01-23,0,-0.09186,1.09647,1.09647,0.09186,5,1.10031
1991-01-24,0,-0.25139,1.20131,1.20131,0.25139,5,1.22733
1991-01-25,0,-0.37571,1.24241,1.24241,0.37571,5,1.29798
1991-01-26,0,-0.56887,1.21328,1.21328,0.56887,5,1.34003
1991-01-27,0,-0.76543,1.21517,1.21517,0.76543,5,1.43615
1991-01-28,0,-0.87351,1.24032,1.24032,0.87351,5,1.51704
1991-01-29,0,-0.95656,1.20034,1.20034,0.95656,5,1.53487
1991-01-30,0,-1.05156,1.19385,1.19385,1.05156,5,1.59093
1991-01-31,0,-1.08804,1.21125,1.21125,1.08804,5,1.62817
1991-02-01,0,-1.03338,1.195,1.195,1.03338,5,1.57984
1991-02-02,0,-0.93034,1.1398,1.1398,0.93034,5,1.47129
1991-02-03,0,-0.8099,1.07896,1.07896,0.8099,5,1.34911
1991-02-04,0,-0.65591,1.01386,1.01386,0.65591,5,1.20753
1991-02-05,0,-0.49684,0.91302,0.91302,0.49684,5,1.03945
1991-02-06,0,-0.43945,0.85056,0.85056,0.43945,5,0.95738
1991-02-07,0,-0.43217,0.78449,0.78449,0.43217,5,0.89565
1991-02-08,0,-0.36631,0.67238,0.67238,0.36631,5,0.76569
1991-02-09,0,-0.35186,0.49555,0.49555,0.35186,5,0.60776
1991-02-10,0,-0.3604,0.38286,0.38286,0.3604,5,0.5258
1991-02-11,0,-0.33645,0.30136,0.30136,0.33645,6,0.45168
1991-02-12,0,-0.35614,0.21646,0.21646,0.35614,6,0.41676
1991-02-13,0,-0.44102,0.14469,0.14469,0.44102,6,0.46414
1991-02-14,0,-0.54109,0.13614,0.13614,0.54109,6,0.55795
1991-02-15,0,-0.65824,0.06173,0.06173,0.65824,6,0.66113
1991-02-16,0,-0.77693,0.05366,0.05366,0.77693,6,0.77878
1991-02-17,0,-0.93492,0.10671,0.10671,0.93492,6,0.94099
1991-02-18,0,-1.03946,0.22089,0.22089,1.03946,6,1.06267
1991-02-19,0,-1.13048,0.31662,0.31662,1.13048,6,1.17398
1991-02-20,0,-1.27092,0.32433,0.32433,1.27092,6,1.31165
1991-02-21,0,-1.40854,0.22089,0.22089,1.40854,6,1.42575
1991-02-22,0,-1.46235,-0.01438,-0.01438,1.46235,7,1.46242
1991-02-23,0,-1.45142,-0.37633,-0.37633,1.45142,7,1.49941
1991-02-24,0,-1.39516,-0.73093,-0.73093,1.39516,7,1.57503
1991-02-25,0,-1.26362,-1.06761,-1.06761,1.26362,7,1.65424
1991-02-26,0,-1.05959,-1.35338,-1.35338,1.05959,8,1.71883
1991-02-27,0,-0.81016,-1.60026,-1.60026,0.81016,8,1.79365
1991-02-28,0,-0.58165,-1.81418,-1.81418,0.58165,8,1.90514
1991-03-01,0,-0.55452,-1.92333,-1.92333,0.55452,8,2.00167
1991-03-02,0,-0.52128,-1.98603,-1.98603,0.52128,8,2.0533
1991-03-03,0,-0.54025,-1.98011,-1.98011,0.54025,8,2.05249
1991-03-04,0,-0.50153,-1.90456,-1.90456,0.50153,8,1.96949
1991-03-05,0,-0.34674,-1.85927,-1.85927,0.34674,8,1.89132
1991-03-06,0,-0.20055,-1.80562,-1.80562,0.20055,8,1.81673
1991-03-07,0,-0.0543,-1.75698,-1.75698,0.0543,8,1.75782
1991-03-08,0,0.05201,-1.66984,-1.66984,-0.05201,1,1.67065
1991-03-09,0,0.13738,-1.511,-1.511,-0.13738,1,1.51724
1991-03-10,0,0.2147,-1.37433,-1.37433,-0.2147,1,1.391
1991-03-11,0,0.27692,-1.26201,-1.26201,-0.27692,1,1.29204
1991-03-12,0,0.37888,-1.11143,-1.11143,-0.37888,1,1.17424
1991-03-13,0,0.51666,-0.951,-0.951,-0.51666,1,1.08228
1991-03-14,0,0.64762,-0.76322,-0.76322,-0.64762,1,1.00096
1991-03-15,0,0.81565,-0.56306,-0.56306,-0.81565,2,0.99112
1991-03-16,0,0.97348,-0.33374,-0.33374,-0.97348,2,1.0291
1991-03-17,0,1.08924,-0.21192,-0.21192,-1.08924,2,1.10967
1991-03-18,0,1.19603,-0.19638,-0.19638,-1.19603,2,1.21204
1991-03-19,0,1.33177,-0.21759,-0.21759,-1.33177,2,1.34943
1991-03-20,0,1.45545,-0.22674,-0.22674,-1.45545,2,1.47301
1991-03-21,0,1.58408,-0.32073,-0.32073,-1.58408,2,1.61622
1991-03-22,0,1.63938,-0.49531,-0.49531,-1.63938,2,1.71257
1991-03-23,0,1.64463,-0.66851,-0.66851,-1.64463,2,1.77531
1991-03-24,0,1.59849,-0.75226,-0.75226,-1.59849,2,1.76665
1991-03-25,0,1.49085,-0.74149,-0.74149,-1.49085,2,1.66506
1991-03-26,0,1.36361,-0.65529,-0.65529,-1.36361,2,1.51289
1991-03-27,0,1.26646,-0.54175,-0.54175,-1.26646,2,1.37747
1991-03-28,0,1.22056,-0.39629,-0.39629,-1.22056,2,1.28328
1991-03-29,0,1.15872,-0.23477,-0.23477,-1.15872,2,1.18227
1991-03-30,0,1.1243,-0.05309,-0.05309,-1.1243,2,1.12555
1991-03-31,0,1.07125,0.16472,0.16472,-1.07125,3,1.08384
1991-04-01,0,1.00618,0.40023,0.40023,-1.00618,3,1.08286
1991-04-02,0,0.90006,0.63962,0.63962,-0.90006,3,1.10419
1991-04-03,0,0.85395,0.78517,0.78517,-0.85395,3,1.16005
1991-04-04,0,0.84347,0.85659,0.85659,-0.84347,4,1.20216
1991-04-05,0,0.81304,0.92048,0.92048,-0.81304,4,1.22814
1991-04-06,0,0.74947,0.98866,0.98866,-0.74947,4,1.24063
1991-04-07,0,0.67535,0.99394,0.99394,-0.67535,4,1.20167
1991-04-08,0,0.64446,0.98328,0.98328,-0.64446,4,1.17566
1991-04-09,0,0.63292,0.9789,0.9789,-0.63292,4,1.16569
1991-04-10,0,0.66075,0.97552,0.97552,-0.66075,4,1.17823
1991-04-11,0,0.68701,0.943,0.943,-0.68701,4,1.16672
1991-04-12,0,0.62461,0.90582,0.90582,-0.62461,4,1.1003
1991-04-13,0,0.45742,0.93438,0.93438,-0.45742,4,1.04034
1991-04-14,0,0.32852,0.95083,0.95083,-0.32852,4,1.00598
1991-04-15,0,0.27053,0.89237,0.89237,-0.27053,4,0.93248
1991-04-16,0,0.25043,0.88054,0.88054,-0.25043,4,0.91546
1991-04-17,0,0.16036,0.91261,0.91261,-0.16036,4,0.92659
1991-04-18,0,0.08746,1.00239,1.00239,-0.08746,4,1.0062
1991-04-19,0,-0.0461,1.05202,1.05202,0.0461,5,1.05303
1991-04-20,0,-0.13376,1.02929,1.02929,0.13376,5,1.03795
1991-04-21,0,-0.19086,0.97532,0.97532,0.19086,5,0.99382
1991-04-22,0,-0.22272,0.90758,0.90758,0.22272,5,0.93451
1991-04-23,0,-0.3972,0.80013,0.80013,0.3972,5,0.89329
1991-04-24,0,-0.61164,0.72876,0.72876,0.61164,5,0.95142
1991-04-25,0,-0.7842,0.63006,0.63006,0.7842,6,1.00596
1991-04-26,0,-0.91664,0.48135,0.48135,0.91664,6,1.03534
1991-04-27,0,-1.03358,0.33284,0.33284,1.03358,6,1.08585
1991-04-28,0,-1.15833,0.18836,0.18836,1.15833,6,1.17355
1991-04-29,0,-1.23805,0.12155,0.12155,1.23805,6,1.244
1991-04-30,0,-1.28637,0.07191,0.07191,1.28637,6,1.28838
1991-05-01,0,-1.25874,-0.02453,-0.02453,1.25874,7,1.25897
1991-05-02,0,-1.1461,-0.12083,-0.12083,1.1461,7,1.15245
1991-05-03,0,-1.1145,-0.22692,-0.22692,1.1145,7,1.13737
1991-05-04,0,-1.13922,-0.33355,-0.33355,1.13922,7,1.18704
1991-05-05,0,-1.16942,-0.45534,-0.45534,1.16942,7,1.25494
1991-05-06,0,-1.13831,-0.69118,-0.69118,1.13831,7,1.33172
1991-05-07,0,-1.01723,-0.91474,-0.91474,1.01723,7,1.36803
1991-05-08,0,-0.94215,-1.15482,-1.15482,0.94215,8,1.49039
1991-05-09,0,-0.90551,-1.40072,-1.40072,0.90551,8,1.66792
1991-05-10,0,-0.92077,-1.64704,-1.64704,0.92077,8,1.88694
1991-05-11,0,-0.85346,-1.87255,-1.87255,0.85346,8,2.05787
1991-05-12,0,-0.6663,-2.05821,-2.05821,0.6663,8,2.16337
1991-05-13,0,-0.44044,-2.19885,-2.19885,0.44044,8,2.24253
1991-05-14,0,-0.17085,-2.27501,-2.27501,0.17085,8,2.28142
1991-05-15,0,0.06489,-2.29126,-2.29126,-0.06489,1,2.29218
1991-05-16,0,0.2869,-2.15495,-2.15495,-0.2869,1,2.17397
1991-05-17,0,0.53374,-2.03022,-2.03022,-0.53374,1,2.09921
1991-05-18,0,0.77239,-1.90243,-1.90243,-0.77239,1,2.05325
1991-05-19,0,1.0466,-1.71672,-1.71672,-1.0466,1,2.0106
1991-05-20,0,1.27001,-1.4689,-1.4689,-1.27001,1,1.9418
1991-05-21,0,1.4101,-1.16381,-1.16381,-1.4101,2,1.82834
1991-05-22,0,1.52517,-0.93098,-0.93098,-1.52517,2,1.78686
1991-05-23,0,1.58607,-0.66315,-0.66315,-1.58607,2,1.71912
1991-05-24,0,1.6543,-0.459,-0.459,-1.6543,2,1.71679
1991-05-25,0,1.70073,-0.39332,-0.39332,-1.70073,2,1.74562
1991-05-26,0,1.73089,-0.27377,-0.27377,-1.73089,2,1.75241
1991-05-27,0,1.79189,-0.09446,-0.09446,-1.79189,2,1.79437
1991-05-28,0,1.81966,0.12995,0.12995,-1.81966,3,1.8243
1991-05-29,0,1.83271,0.36549,0.36549,-1.83271,3,1.8688
1991-05-30,0,1.78732,0.55444,0.55444,-1.78732,3,1.87134
1991-05-31,0,1.68757,0.79838,0.79838,-1.68757,3,1.8669
1991-06-01,0,1.48194,0.97162,0.97162,-1.48194,3,1.77206
1991-06-02,0,1.23091,1.13924,1.13924,-1.23091,3,1.67721
1991-06-03,0,0.90897,1.27028,1.27028,-0.90897,4,1.562
1991-06-04,0,0.50027,1.34201,1.34201,-0.50027,4,1.43222
1991-06-05,0,-0.00741,1.35741,1.35741,0.00741,5,1.35743
1991-06-06,0,-0.5475,1.30394,1.30394,0.5475,5,1.41421
1991-06-07,0,-1.10713,1.14828,1.14828,1.10713,5,1.59508
1991-06-08,0,-1.60311,0.94549,0.94549,1.60311,6,1.86116
1991-06-09,0,-1.9243,0.66656,0.66656,1.9243,6,2.03647
1991-06-10,0,-2.08356,0.3524,0.3524,2.08356,6,2.11315
1991-06-11,0,-2.28936,0.19687,0.19687,2.28936,6,2.29781
1991-06-12,0,-2.42907,0.19424,0.19424,2.42907,6,2.43683
1991-06-13,0,-2.3953,0.20367,0.20367,2.3953,6,2.40394
1991-06-14,0,-2.21811,0.15456,0.15456,2.21811,6,2.22349
1991-06-15,0,-2.02958,-0.01031,-0.01031,2.02958,7,2.0296
1991-06-16,0,-1.81317,-0.19524,-0.19524,1.81317,7,1.82365
1991-06-17,0,-1.57285,-0.35431,-0.35431,1.57285,7,1.61226
1991-06-18,0,-1.4152,-0.34492,-0.34492,1.4152,7,1.45663
1991-06-19,0,-1.27523,-0.21939,-0.21939,1.27523,7,1.29396
1991-06-20,0,-0.96275,-0.18089,-0.18089,0.96275,7,0.9796
1991-06-21,0,-0.63283,-0.30958,-0.30958,0.63283,7,0.70449
1991-06-22,0,-0.36965,-0.4437,-0.4437,0.36965,8,0.5775
1991-06-23,0,-0.13488,-0.52606,-0.52606,0.13488,8,0.54308
1991-06-24,0,0.13672,-0.51404,-0.51404,-0.13672,1,0.53191
1991-06-25,0,0.40364,-0.43118,-0.43118,-0.40364,1,0.59062
1991-06-26,0,0.57768,-0.34983,-0.34983,-0.57768,2,0.67535
1991-06-27,0,0.81103,-0.35165,-0.35165,-0.81103,2,0.88398
1991-06-28,0,1.04138,-0.36823,-0.36823,-1.04138,2,1.10456
1991-06-29,0,1.1065,-0.31453,-0.31453,-1.1065,2,1.15033
1991-06-30,0,1.14012,-0.14347,-0.14347,-1.14012,2,1.14911
1991-07-01,0,1.15172,0.01153,0.01153,-1.15172,3,1.15178
1991-07-02,0,1.06132,0.16313,0.16313,-1.06132,3,1.07378
1991-07-03,0,0.92164,0.37855,0.37855,-0.92164,3,0.99635
1991-07-04,0,0.7942,0.54462,0.54462,-0.7942,3,0.963
1991-07-05,0,0.76914,0.62499,0.62499,-0.76914,3,0.99106
1991-07-06,0,0.59429,0.64162,0.64162,-0.59429,4,0.87456
1991-07-07,0,0.36632,0.69668,0.69668,-0.36632,4,0.78712
1991-07-08,0,0.23601,0.67032,0.67032,-0.23601,4,0.71066
1991-07-09,0,0.17637,0.5171,0.5171,-0.17637,4,0.54635
1991-07-10,0,0.08823,0.40006,0.40006,-0.08823,4,0.40967
1991-07-11,0,0.05599,0.33709,0.33709,-0.05599,4,0.34171
1991-07-12,0,0.04531,0.16968,0.16968,-0.04531,4,0.17563
1991-07-13,0,-0.00546,-0.03381,-0.03381,0.00546,8,0.03425
1991-07-14,0,-0.11894,-0.14598,-0.14598,0.11894,8,0.1883
1991-07-15,0,-0.16096,-0.16177,-0.16177,0.16096,8,0.22821
1991-07-16,0,-0.11302,-0.21629,-0.21629,0.11302,8,0.24404
1991-07-17,0,-0.0488,-0.22567,-0.22567,0.0488,8,0.23089
1991-07-18,0,-0.14612,-0.1926,-0.1926,0.14612,8,0.24175
1991-07-19,0,-0.25042,-0.1161,-0.1161,0.25042,7,0.27603
1991-07-20,0,-0.35254,-0.102,-0.102,0.35254,7,0.367
1991-07-21,0,-0.43608,-0.08729,-0.08729,0.43608,7,0.44473
1991-07-22,0,-0.42146,-0.02333,-0.02333,0.42146,7,0.42211
1991-07-23,0,-0.35515,0.05097,0.05097,0.35515,6,0.35879
1991-07-24,0,-0.31837,0.06775,0.06775,0.31837,6,0.3255
1991-07-25,0,-0.3578,-0.02656,-0.02656,0.3578,7,0.35878
1991-07-26,0,-0.36726,-0.16096,-0.16096,0.36726,7,0.40098
1991-07-27,0,-0.20875,-0.1734,-0.1734,0.20875,7,0.27137
1991-07-28,0,-0.03943,-0.20567,-0.20567,0.03943,8,0.20941
1991-07-29,0,0.06634,-0.23995,-0.23995,-0.06634,1,0.24896
1991-07-30,0,0.17235,-0.26264,-0.26264,-0.17235,1,0.31414
1991-07-31,0,0.24437,-0.24368,-0.24368,-0.24437,2,0.3451
1991-08-01,0,0.22361,-0.19902,-0.19902,-0.22361,2,0.29935
1991-08-02,0,0.25058,-0.19879,-0.19879,-0.25058,2,0.31985
1991-08-03,0,0.30511,-0.10377,-0.10377,-0.30511,2,0.32227
1991-08-04,0,0.26226,-0.0002,-0.0002,-0.26226,2,0.26226
1991-08-05,0,0.11268,-0.01355,-0.01355,-0.11268,2,0.11349
1991-08-06,0,-0.07865,-0.08352,-0.08352,0.07865,8,0.11473
1991-08-07,0,-0.20024,-0.08439,-0.08439,0.20024,7,0.2173
1991-08-08,0,-0.32597,-0.03488,-0.03488,0.32597,7,0.32783
1991-08-09,0,-0.45362,0.00827,0.00827,0.45362,6,0.45369
1991-08-10,0,-0.53118,-0.02838,-0.02838,0.53118,7,0.53194
1991-08-11,0,-0.6404,0.02839,0.02839,0.6404,6,0.64103
1991-08-12,0,-0.71877,0.05375,0.05375,0.71877,6,0.72078
1991-08-13,0,-0.75255,0.12287,0.12287,0.75255,6,0.76252
1991-08-14,0,-0.70649,0.20621,0.20621,0.70649,6,0.73597
1991-08-15,0,-0.60382,0.30068,0.30068,0.60382,6,0.67454
1991-08-16,0,-0.5296,0.32805,0.32805,0.5296,6,0.62297
1991-08-17,0,-0.48057,0.30561,0.30561,0.48057,6,0.56951
1991-08-18,0,-0.39589,0.33324,0.33324,0.39589,6,0.51748
1991-08-19,0,-0.28731,0.42492,0.42492,0.28731,5,0.51294
1991-08-20,0,-0.23397,0.42457,0.42457,0.23397,5,0.48477
1991-08-21,0,-0.24507,0.42489,0.42489,0.24507,5,0.4905
1991-08-22,0,-0.24199,0.37276,0.37276,0.24199,5,0.44442
1991-08-23,0,-0.28634,0.38506,0.38506,0.28634,5,0.47986
1991-08-24,0,-0.24645,0.40496,0.40496,0.24645,5,0.47405
1991-08-25,0,-0.10535,0.45198,0.45198,0.10535,5,0.4641
1991-08-26,0,0.09684,0.46583,0.46583,-0.09684,4,0.47579
1991-08-27,0,0.19673,0.37425,0.37425,-0.19673,4,0.4228
1991-08-28,0,0.23517,0.31401,0.31401,-0.23517,4,0.39231
1991-08-29,0,0.22401,0.28692,0.28692,-0.22401,4,0.36401
1991-08-30,0,0.1164,0.28357,0.28357,-0.1164,4,0.30654
1991-08-31,0,0.00742,0.23958,0.23958,-0.00742,4,0.2397
1991-09-01,0,-0.04464,0.1275,0.1275,0.04464,5,0.13509
1991-09-02,0,-0.13197,0.03807,0.03807,0.13197,6,0.13736
1991-09-03,0,-0.26439,-0.06895,-0.06895,0.26439,7,0.27323
1991-09-04,0,-0.45865,-0.10428,-0.10428,0.45865,7,0.47035
1991-09-05,0,-0.58561,-0.09074,-0.09074,0.58561,7,0.5926
1991-09-06,0,-0.71682,-0.19161,-0.19161,0.71682,7,0.74199
1991-09-07,0,-0.78303,-0.29147,-0.29147,0.78303,7,0.83552
1991-09-08,0,-0.75,-0.36607,-0.36607,0.75,7,0.83457
1991-09-09,0,-0.7314,-0.39365,-0.39365,0.7314,7,0.83061
1991-09-10,0,-0.73259,-0.45142,-0.45142,0.73259,7,0.86051
1991-09-11,0,-0.73322,-0.53608,-0.53608,0.73322,7,0.90829
1991-09-12,0,-0.74345,-0.5885,-0.5885,0.74345,7,0.94819
1991-09-13,0,-0.65866,-0.65285,-0.65285,0.65866,7,0.92738
1991-09-14,0,-0.53905,-0.70834,-0.70834,0.53905,8,0.89012
1991-09-15,0,-0.39888,-0.65111,-0.65111,0.39888,8,0.76357
1991-09-16,0,-0.18885,-0.52156,-0.52156,0.18885,8,0.55469
1991-09-17,0,0.0327,-0.4638,-0.4638,-0.0327,1,0.46495
1991-09-18,0,0.28063,-0.45087,-0.45087,-0.28063,1,0.53107
1991-09-19,0,0.48853,-0.43104,-0.43104,-0.48853,2,0.65151
1991-09-20,0,0.64416,-0.34146,-0.34146,-0.64416,2,0.72907
1991-09-21,0,0.73373,-0.32252,-0.32252,-0.73373,2,0.80148
1991-09-22,0,0.74592,-0.28261,-0.28261,-0.74592,2,0.79766
1991-09-23,0,0.65694,-0.18118,-0.18118,-0.65694,2,0.68147
1991-09-24,0,0.51372,-0.11064,-0.11064,-0.51372,2,0.5255
1991-09-25,0,0.35969,-0.12703,-0.12703,-0.35969,2,0.38146
1991-09-26,0,0.29003,-0.13378,-0.13378,-0.29003,2,0.31939
1991-09-27,0,0.18927,-0.13815,-0.13815,-0.18927,2,0.23433
1991-09-28,0,0.07061,-0.14809,-0.14809,-0.07061,1,0.16406
1991-09-29,0,-0.04437,-0.2059,-0.2059,0.04437,8,0.21062
1991-09-30,0,-0.08192,-0.24077,-0.24077,0.08192,8,0.25433
1991-10-01,0,-0.04146,-0.31361,-0.31361,0.04146,8,0.31634
1991-10-02,0,0.06529,-0.46719,-0.46719,-0.06529,1,0.47173
1991-10-03,0,0.24547,-0.67544,-0.67544,-0.24547,1,0.71866
1991-10-04,0,0.39793,-0.85988,-0.85988,-0.39793,1,0.94749
1991-10-05,0,0.53826,-0.93756,-0.93756,-0.53826,1,1.08109
1991-10-06,0,0.70233,-0.86539,-0.86539,-0.70233,1,1.11452
1991-10-07,0,0.95885,-0.64175,-0.64175,-0.95885,2,1.1538
1991-10-08,0,1.19643,-0.42308,-0.42308,-1.19643,2,1.26903
1991-10-09,0,1.38601,-0.10573,-0.10573,-1.38601,2,1.39004
1991-10-10,0,1.42957,0.19588,0.19588,-1.42957,3,1.44293
1991-10-11,0,1.43932,0.41063,0.41063,-1.43932,3,1.49675
1991-10-12,0,1.41388,0.60096,0.60096,-1.41388,3,1.5363
1991-10-13,0,1.29727,0.77055,0.77055,-1.29727,3,1.50886
1991-10-14,0,1.11438,0.82648,0.82648,-1.11438,3,1.38741
1991-10-15,0,0.94879,0.81764,0.81764,-0.94879,3,1.25249
1991-10-16,0,0.76022,0.69716,0.69716,-0.76022,3,1.03148
1991-10-17,0,0.59386,0.61633,0.61633,-0.59386,4,0.85588
1991-10-18,0,0.41751,0.49014,0.49014,-0.41751,4,0.64386
1991-10-19,0,0.31964,0.40087,0.40087,-0.31964,4,0.51271
1991-10-20,0,0.20364,0.39329,0.39329,-0.20364,4,0.44288
1991-10-21,0,0.0259,0.45733,0.45733,-0.0259,4,0.45806
1991-10-22,0,-0.05696,0.47972,0.47972,0.05696,5,0.48309
1991-10-23,0,-0.11247,0.49913,0.49913,0.11247,5,0.51165
1991-10-24,0,-0.1316,0.47488,0.47488,0.1316,5,0.49277
1991-10-25,0,-0.11359,0.42343,0.42343,0.11359,5,0.4384
1991-10-26,0,-0.06551,0.29454,0.29454,0.06551,5,0.30173
1991-10-27,0,-0.04306,0.11757,0.11757,0.04306,5,0.1252
1991-10-28,0,-0.10272,-0.10585,-0.10585,0.10272,8,0.1475
1991-10-29,0,-0.14217,-0.36716,-0.36716,0.14217,8,0.39373
1991-10-30,0,-0.13655,-0.5955,-0.5955,0.13655,8,0.61096
1991-10-31,0,-0.21382,-0.73704,-0.73704,0.21382,8,0.76743
1991-11-01,0,-0.27208,-0.87296,-0.87296,0.27208,8,0.91438
1991-11-02,0,-0.36438,-1.00471,-1.00471,0.36438,8,1.06875
1991-11-03,0,-0.45642,-1.05404,-1.05404,0.45642,8,1.14862
1991-11-04,0,-0.5544,-1.00692,-1.00692,0.5544,8,1.14946
1991-11-05,0,-0.62063,-0.89035,-0.89035,0.62063,8,1.08531
1991-11-06,0,-0.65866,-0.69323,-0.69323,0.65866,8,0.95624
1991-11-07,0,-0.68766,-0.50836,-0.50836,0.68766,7,0.85517
1991-11-08,0,-0.72404,-0.38759,-0.38759,0.72404,7,0.82126
1991-11-09,0,-0.69063,-0.31025,-0.31025,0.69063,7,0.75712
1991-11-10,0,-0.61587,-0.27139,-0.27139,0.61587,7,0.67302
1991-11-11,0,-0.50427,-0.22296,-0.22296,0.50427,7,0.55136
1991-11-12,0,-0.46607,-0.2595,-0.2595,0.46607,7,0.53344
1991-11-13,0,-0.41449,-0.30935,-0.30935,0.41449,7,0.5172
1991-11-14,0,-0.28359,-0.37801,-0.37801,0.28359,8,0.47256
1991-11-15,0,-0.13794,-0.47118,-0.47118,0.13794,8,0.49096
1991-11-16,0,0.01943,-0.57553,-0.57553,-0.01943,1,0.57586
1991-11-17,0,0.209,-0.67047,-0.67047,-0.209,1,0.70229
1991-11-18,0,0.41429,-0.69735,-0.69735,-0.41429,1,0.81113
1991-11-19,0,0.57094,-0.6083,-0.6083,-0.57094,1,0.83427
1991-11-20,0,0.60984,-0.37016,-0.37016,-0.60984,2,0.71338
1991-11-21,0,0.6342,-0.10777,-0.10777,-0.6342,2,0.64329
1991-11-22,0,0.54324,0.07145,0.07145,-0.54324,3,0.54792
1991-11-23,0,0.41021,0.19817,0.19817,-0.41021,3,0.45557
1991-11-24,0,0.31427,0.28104,0.28104,-0.31427,3,0.42161
1991-11-25,0,0.24147,0.36266,0.36266,-0.24147,4,0.43569
1991-11-26,0,0.18611,0.38348,0.38348,-0.18611,4,0.42626
1991-11-27,0,0.19345,0.32437,0.32437,-0.19345,4,0.37768
1991-11-28,0,0.27307,0.27771,0.27771,-0.27307,4,0.38947
1991-11-29,0,0.42248,0.20635,0.20635,-0.42248,3,0.47018
1991-11-30,0,0.54948,0.09644,0.09644,-0.54948,3,0.55788
1991-12-01,0,0.65963,-0.03077,-0.03077,-0.65963,2,0.66035
1991-12-02,0,0.67535,-0.14416,-0.14416,-0.67535,2,0.69056
1991-12-03,0,0.59319,-0.21,-0.21,-0.59319,2,0.62926
1991-12-04,0,0.43508,-0.21119,-0.21119,-0.43508,2,0.48363
1991-12-05,0,0.30548,-0.18034,-0.18034,-0.30548,2,0.35474
1991-12-06,0,0.14681,-0.13052,-0.13052,-0.14681,2,0.19644
1991-12-07,0,0.02218,-0.12631,-0.12631,-0.02218,1,0.12824
1991-12-08,0,-0.08461,-0.15384,-0.15384,0.08461,8,0.17557
1991-12-09,0,-0.15597,-0.2101,-0.2101,0.15597,8,0.26166
1991-12-10,0,-0.18687,-0.30643,-0.30643,0.18687,8,0.35891
1991-12-11,0,-0.13283,-0.42303,-0.42303,0.13283,8,0.44339
1991-12-12,0,0.05556,-0.60589,-0.60589,-0.05556,1,0.60843
1991-12-13,0,0.34292,-0.75603,-0.75603,-0.34292,1,0.83016
1991-12-14,0,0.66796,-0.83945,-0.83945,-0.66796,1,1.07278
1991-12-15,0,0.99538,-0.86981,-0.86981,-0.99538,2,1.32187
1991-12-16,0,1.27708,-0.82054,-0.82054,-1.27708,2,1.51796
1991-12-17,0,1.48117,-0.71655,-0.71655,-1.48117,2,1.64539
1991-12-18,0,1.68774,-0.51071,-0.51071,-1.68774,2,1.76332
1991-12-19,0,1.82967,-0.25479,-0.25479,-1.82967,2,1.84732
1991-12-20,0,1.87968,-0.04348,-0.04348,-1.87968,2,1.88018
1991-12-21,0,1.82201,0.15857,0.15857,-1.82201,3,1.8289
1991-12-22,0,1.75201,0.38996,0.38996,-1.75201,3,1.79488
1991-12-23,0,1.60349,0.56465,0.56465,-1.60349,3,1.70001
1991-12-24,0,1.42793,0.69712,0.69712,-1.42793,3,1.58901
1991-12-25,0,1.15354,0.81465,0.81465,-1.15354,3,1.4122
1991-12-26,0,0.86921,0.8404,0.8404,-0.86921,3,1.20905
1991-12-27,0,0.51649,0.76249,0.76249,-0.51649,4,0.92095
1991-12-28,0,0.14051,0.70308,0.70308,-0.14051,4,0.71698
1991-12-29,0,-0.24749,0.71134,0.71134,0.24749,5,0.75317
1991-12-30,0,-0.5734,0.66364,0.66364,0.5734,5,0.87704
1991-12-31,0,-0.85136,0.54125,0.54125,0.85136,6,1.00884
1992-01-01,0,-1.14801,0.42364,0.42364,1.14801,6,1.22368
1992-01-02,0,-1.46068,0.37069,0.37069,1.46068,6,1.50699
