date,hour_utc,romi_pc1,romi_pc2,phase_space_x,phase_space_y,phase,amplitude
2009-05-08,0,-0.56654,-0.32567,-0.32567,0.56654,7,0.65348
2009-05-09,0,-0.32934,-0.24808,-0.24808,0.32934,7,0.41232
2009-05-10,0,-0.11128,-0.18957,-0.18957,0.11128,8,0.21982
2009-05-11,0,0.11641,-0.11008,-0.11008,-0.11641,2,0.16021
2009-05-12,0,0.29619,0.1188,0.1188,-0.29619,3,0.31913
2009-05-13,0,0.4506,0.40203,0.40203,-0.4506,3,0.60387
2009-05-14,0,0.57045,0.61704,0.61704,-0.57045,4,0.84033
2009-05-15,0,0.64523,0.72948,0.72948,-0.64523,4,0.97389
2009-05-16,0,0.72596,0.79749,0.79749,-0.72596,4,1.07843
2009-05-17,0,0.7416,0.82953,0.82953,-0.7416,4,1.11269
2009-05-18,0,0.64326,0.81607,0.81607,-0.64326,4,1.03911
2009-05-19,0,0.6193,0.85291,0.85291,-0.6193,4,1.05403
2009-05-20,0,0.62559,0.79487,0.79487,-0.62559,4,1.01153
2009-05-21,0,0.73949,0.64088,0.64088,-0.73949,3,0.97855
2009-05-22,0,0.89231,0.42599,0.42599,-0.89231,3,0.98878
2009-05-23,0,0.88877,0.21861,0.21861,-0.88877,3,0.91526
2009-05-24,0,0.79316,0.15383,0.15383,-0.79316,3,0.80794
2009-05-25,0,0.64555,0.12762,0.12762,-0.64555,3,0.65805
2009-05-26,0,0.45656,0.16731,0.16731,-0.45656,3,0.48625
2009-05-27,0,0.3607,0.2656,0.2656,-0.3607,3,0.44793
2009-05-28,0,0.23576,0.33679,0.33679,-0.23576,4,0.41111
2009-05-29,0,0.04728,0.46517,0.46517,-0.04728,4,0.46756
2009-05-30,0,-0.1917,0.5876,0.5876,0.1917,5,0.61808
2009-05-31,0,-0.4207,0.68376,0.68376,0.4207,5,0.80282
2009-06-01,0,-0.52195,0.79254,0.79254,0.52195,5,0.94897
2009-06-02,0,-0.6272,0.86517,0.86517,0.6272,5,1.0686
2009-06-03,0,-0.70285,0.8428,0.8428,0.70285,5,1.09741
2009-06-04,0,-0.75573,0.72283,0.72283,0.75573,6,1.04576
2009-06-05,0,-0.81789,0.58818,0.58818,0.81789,6,1.00742
2009-06-06,0,-0.87686,0.47083,0.47083,0.87686,6,0.99527
2009-06-07,0,-0.8213,0.34995,0.34995,0.8213,6,0.89275
2009-06-08,0,-0.73136,0.19037,0.19037,0.73136,6,0.75573
2009-06-09,0,-0.62493,-0.01742,-0.01742,0.62493,7,0.62517
2009-06-10,0,-0.57009,-0.24876,-0.24876,0.57009,7,0.622
2009-06-11,0,-0.49211,-0.40485,-0.40485,0.49211,7,0.63724
2009-06-12,0,-0.4828,-0.48187,-0.48187,0.4828,7,0.68213
2009-06-13,0,-0.4625,-0.57024,-0.57024,0.4625,8,0.73422
2009-06-14,0,-0.33509,-0.68209,-0.68209,0.33509,8,0.75995
2009-06-15,0,-0.18217,-0.76973,-0.76973,0.18217,8,0.791
2009-06-16,0,-0.13884,-0.82493,-0.82493,0.13884,8,0.83653
2009-06-17,0,-0.09034,-0.80551,-0.80551,0.09034,8,0.81056
2009-06-18,0,-0.0033,-0.70382,-0.70382,0.0033,8,0.70383
2009-06-19,0,0.07541,-0.54554,-0.54554,-0.07541,1,0.55072
2009-06-20,0,0.2423,-0.46688,-0.46688,-0.2423,1,0.52601
2009-06-21,0,0.46095,-0.47303,-0.47303,-0.46095,1,0.66048
2009-06-22,0,0.74313,-0.442,-0.442,-0.74313,2,0.86464
2009-06-23,0,0.9254,-0.44451,-0.44451,-0.9254,2,1.02662
2009-06-24,0,1.00306,-0.38065,-0.38065,-1.00306,2,1.07286
2009-06-25,0,1.14256,-0.29535,-0.29535,-1.14256,2,1.18011
2009-06-26,0,1.24326,-0.23824,-0.23824,-1.24326,2,1.26588
2009-06-27,0,1.30026,-0.15963,-0.15963,-1.30026,2,1.31002
2009-06-28,0,1.42952,-0.15155,-0.15155,-1.42952,2,1.43753
2009-06-29,0,1.41597,-0.14645,-0.14645,-1.41597,2,1.42352
2009-06-30,0,1.32734,-0.08376,-0.08376,-1.32734,2,1.32998
2009-07-01,0,1.1844,-0.02283,-0.02283,-1.1844,2,1.18462
2009-07-02,0,1.0181,0.10867,0.10867,-1.0181,3,1.02388
2009-07-03,0,0.87717,0.14463,0.14463,-0.87717,3,0.88901
2009-07-04,0,0.72798,0.1047,0.1047,-0.72798,3,0.73547
2009-07-05,0,0.61274,0.06397,0.06397,-0.61274,3,0.61607
2009-07-06,0,0.48903,-0.03641,-0.03641,-0.48903,2,0.49038
2009-07-07,0,0.2326,-0.00432,-0.00432,-0.2326,2,0.23264
2009-07-08,0,-0.0055,0.13211,0.13211,0.0055,5,0.13222
2009-07-09,0,-0.18389,0.27682,0.27682,0.18389,5,0.33233
2009-07-10,0,-0.30588,0.4056,0.4056,0.30588,5,0.50801
2009-07-11,0,-0.47676,0.48173,0.48173,0.47676,5,0.67776
2009-07-12,0,-0.6867,0.63004,0.63004,0.6867,6,0.93194
2009-07-13,0,-0.79304,0.80231,0.80231,0.79304,5,1.1281
2009-07-14,0,-0.87645,0.89341,0.89341,0.87645,5,1.25154
2009-07-15,0,-0.96677,0.98811,0.98811,0.96677,5,1.38239
2009-07-16,0,-1.03672,1.00651,1.00651,1.03672,6,1.44494
2009-07-17,0,-0.98578,0.93338,0.93338,0.98578,6,1.35756
2009-07-18,0,-0.92119,0.89079,0.89079,0.92119,6,1.28145
2009-07-19,0,-0.89804,0.82371,0.82371,0.89804,6,1.21859
2009-07-20,0,-0.82573,0.72177,0.72177,0.82573,6,1.09671
2009-07-21,0,-0.67601,0.58777,0.58777,0.67601,6,0.89581
2009-07-22,0,-0.66695,0.44401,0.44401,0.66695,6,0.80122
2009-07-23,0,-0.77292,0.34209,0.34209,0.77292,6,0.84525
2009-07-24,0,-0.89155,0.27019,0.27019,0.89155,6,0.9316
2009-07-25,0,-0.97525,0.17953,0.17953,0.97525,6,0.99163
2009-07-26,0,-1.18947,0.0871,0.0871,1.18947,6,1.19265
2009-07-27,0,-1.36771,-0.08134,-0.08134,1.36771,7,1.37013
2009-07-28,0,-1.46084,-0.29538,-0.29538,1.46084,7,1.49041
2009-07-29,0,-1.56967,-0.52709,-0.52709,1.56967,7,1.6558
2009-07-30,0,-1.60652,-0.84029,-0.84029,1.60652,7,1.81301
2009-07-31,0,-1.58077,-1.13635,-1.13635,1.58077,7,1.94682
2009-08-01,0,-1.41595,-1.36703,-1.36703,1.41595,7,1.96816
2009-08-02,0,-1.22043,-1.56307,-1.56307,1.22043,8,1.98309
2009-08-03,0,-0.92841,-1.68833,-1.68833,0.92841,8,1.92676
2009-08-04,0,-0.58325,-1.76478,-1.76478,0.58325,8,1.85866
2009-08-05,0,-0.24891,-1.80824,-1.80824,0.24891,8,1.82529
2009-08-06,0,0.02748,-1.77142,-1.77142,-0.02748,1,1.77163
2009-08-07,0,0.38451,-1.67143,-1.67143,-0.38451,1,1.71508
2009-08-08,0,0.72101,-1.46647,-1.46647,-0.72101,1,1.63413
2009-08-09,0,1.0305,-1.29819,-1.29819,-1.0305,1,1.65748
2009-08-10,0,1.29672,-1.04367,-1.04367,-1.29672,2,1.66455
2009-08-11,0,1.55872,-0.8497,-0.8497,-1.55872,2,1.77527
2009-08-12,0,1.79674,-0.74227,-0.74227,-1.79674,2,1.94402
2009-08-13,0,2.023,-0.63374,-0.63374,-2.023,2,2.11994
2009-08-14,0,2.24519,-0.55107,-0.55107,-2.24519,2,2.31183
2009-08-15,0,2.34113,-0.44579,-0.44579,-2.34113,2,2.38319
2009-08-16,0,2.30469,-0.31631,-0.31631,-2.30469,2,2.32629
2009-08-17,0,2.18442,-0.22297,-0.22297,-2.18442,2,2.19577
2009-08-18,0,2.01241,-0.07647,-0.07647,-2.01241,2,2.01386
2009-08-19,0,1.73063,0.01052,0.01052,-1.73063,3,1.73066
2009-08-20,0,1.40413,0.1158,0.1158,-1.40413,3,1.40889
2009-08-21,0,1.15546,0.22968,0.22968,-1.15546,3,1.17807
2009-08-22,0,0.97648,0.27346,0.27346,-0.97648,3,1.01405
2009-08-23,0,0.71029,0.31571,0.31571,-0.71029,3,0.77729
2009-08-24,0,0.48641,0.38892,0.38892,-0.48641,3,0.62278
2009-08-25,0,0.36219,0.45749,0.45749,-0.36219,4,0.58351
2009-08-26,0,0.26867,0.54007,0.54007,-0.26867,4,0.60321
2009-08-27,0,0.20781,0.64848,0.64848,-0.20781,4,0.68096
2009-08-28,0,0.15551,0.7675,0.7675,-0.15551,4,0.78309
2009-08-29,0,0.05936,0.84933,0.84933,-0.05936,4,0.8514
2009-08-30,0,-0.10711,0.91038,0.91038,0.10711,5,0.91666
2009-08-31,0,-0.26859,1.006,1.006,0.26859,5,1.04124
2009-09-01,0,-0.39518,1.11948,1.11948,0.39518,5,1.18719
2009-09-02,0,-0.50957,1.1146,1.1146,0.50957,5,1.22555
2009-09-03,0,-0.62616,1.1153,1.1153,0.62616,5,1.27905
2009-09-04,0,-0.68108,1.07377,1.07377,0.68108,5,1.27156
2009-09-05,0,-0.75063,0.90093,0.90093,0.75063,5,1.17265
2009-09-06,0,-0.76761,0.68156,0.68156,0.76761,6,1.02652
2009-09-07,0,-0.63217,0.44148,0.44148,0.63217,6,0.77106
2009-09-08,0,-0.52343,0.18064,0.18064,0.52343,6,0.55373
2009-09-09,0,-0.45856,-0.00255,-0.00255,0.45856,7,0.45857
2009-09-10,0,-0.32913,-0.18098,-0.18098,0.32913,7,0.37561
2009-09-11,0,-0.15741,-0.2875,-0.2875,0.15741,8,0.32777
2009-09-12,0,-0.0432,-0.37556,-0.37556,0.0432,8,0.37804
2009-09-13,0,0.03318,-0.41083,-0.41083,-0.03318,1,0.41217
2009-09-14,0,0.08537,-0.3427,-0.3427,-0.08537,1,0.35317
2009-09-15,0,0.05906,-0.29082,-0.29082,-0.05906,1,0.29675
2009-09-16,0,-0.09561,-0.21118,-0.21118,0.09561,8,0.23181
2009-09-17,0,-0.33087,-0.08877,-0.08877,0.33087,7,0.34257
2009-09-18,0,-0.60292,-0.03321,-0.03321,0.60292,7,0.60384
2009-09-19,0,-0.92058,-0.01593,-0.01593,0.92058,7,0.92071
2009-09-20,0,-1.21977,0.00095,0.00095,1.21977,6,1.21977
2009-09-21,0,-1.48273,0.02352,0.02352,1.48273,6,1.48291
2009-09-22,0,-1.77766,0.00789,0.00789,1.77766,6,1.77768
2009-09-23,0,-1.97643,-0.05815,-0.05815,1.97643,7,1.97729
2009-09-24,0,-2.00308,-0.02921,-0.02921,2.00308,7,2.00329
2009-09-25,0,-1.98048,0.03657,0.03657,1.98048,6,1.98082
2009-09-26,0,-1.85699,0.07162,0.07162,1.85699,6,1.85837
2009-09-27,0,-1.61884,0.08279,0.08279,1.61884,6,1.62096
2009-09-28,0,-1.35106,0.15388,0.15388,1.35106,6,1.3598
2009-09-29,0,-1.10766,0.24006,0.24006,1.10766,6,1.13337
2009-09-30,0,-0.85011,0.26841,0.26841,0.85011,6,0.89148
2009-10-01,0,-0.54861,0.2865,0.2865,0.54861,6,0.61891
2009-10-02,0,-0.33578,0.33843,0.33843,0.33578,5,0.47674
2009-10-03,0,-0.19479,0.29179,0.29179,0.19479,5,0.35083
2009-10-04,0,-0.04114,0.13802,0.13802,0.04114,5,0.14402
2009-10-05,0,0.06715,0.04985,0.04985,-0.06715,3,0.08363
2009-10-06,0,0.14993,0.04121,0.04121,-0.14993,3,0.15549
2009-10-07,0,0.19369,0.00542,0.00542,-0.19369,3,0.19376
2009-10-08,0,0.20285,-0.00903,-0.00903,-0.20285,2,0.20305
2009-10-09,0,0.13011,-0.02587,-0.02587,-0.13011,2,0.13266
2009-10-10,0,0.00071,-0.11546,-0.11546,-0.00071,1,0.11546
2009-10-11,0,0.01144,-0.27312,-0.27312,-0.01144,1,0.27336
2009-10-12,0,0.05961,-0.40192,-0.40192,-0.05961,1,0.40632
2009-10-13,0,0.10765,-0.45422,-0.45422,-0.10765,1,0.4668
2009-10-14,0,0.18148,-0.53572,-0.53572,-0.18148,1,0.56562
2009-10-15,0,0.24998,-0.66372,-0.66372,-0.24998,1,0.70923
2009-10-16,0,0.36777,-0.74326,-0.74326,-0.36777,1,0.82927
2009-10-17,0,0.46402,-0.90017,-0.90017,-0.46402,1,1.01273
2009-10-18,0,0.53654,-0.9745,-0.9745,-0.53654,1,1.11244
2009-10-19,0,0.61638,-1.01624,-1.01624,-0.61638,1,1.18856
2009-10-20,0,0.64067,-0.9604,-0.9604,-0.64067,1,1.15448
2009-10-21,0,0.68611,-0.86809,-0.86809,-0.68611,1,1.1065
2009-10-22,0,0.7303,-0.82785,-0.82785,-0.7303,1,1.10394
2009-10-23,0,0.79735,-0.79067,-0.79067,-0.79735,2,1.12291
2009-10-24,0,0.89321,-0.79113,-0.79113,-0.89321,2,1.19319
2009-10-25,0,0.952,-0.81381,-0.81381,-0.952,2,1.25243
2009-10-26,0,1.12494,-0.82762,-0.82762,-1.12494,2,1.39658
2009-10-27,0,1.41969,-0.87725,-0.87725,-1.41969,2,1.66885
2009-10-28,0,1.67258,-0.91876,-0.91876,-1.67258,2,1.90831
2009-10-29,0,1.90434,-0.9487,-0.9487,-1.90434,2,2.12757
2009-10-30,0,2.12754,-0.92207,-0.92207,-2.12754,2,2.31876
2009-10-31,0,2.31282,-0.70873,-0.70873,-2.31282,2,2.41897
2009-11-01,0,2.49708,-0.45915,-0.45915,-2.49708,2,2.53895
2009-11-02,0,2.55278,-0.13549,-0.13549,-2.55278,2,2.55637
2009-11-03,0,2.55699,0.13101,0.13101,-2.55699,3,2.56034
2009-11-04,0,2.48266,0.39077,0.39077,-2.48266,3,2.51323
2009-11-05,0,2.34792,0.63959,0.63959,-2.34792,3,2.43348
2009-11-06,0,2.27092,0.91167,0.91167,-2.27092,3,2.44708
2009-11-07,0,2.17216,1.11765,1.11765,-2.17216,3,2.44283
2009-11-08,0,2.01139,1.27395,1.27395,-2.01139,3,2.38089
2009-11-09,0,1.73856,1.36068,1.36068,-1.73856,3,2.20772
2009-11-10,0,1.39162,1.39187,1.39187,-1.39162,4,1.96822
2009-11-11,0,1.15732,1.29831,1.29831,-1.15732,4,1.73925
2009-11-12,0,0.88893,1.25507,1.25507,-0.88893,4,1.53799
2009-11-13,0,0.60762,1.23966,1.23966,-0.60762,4,1.38056
2009-11-14,0,0.33911,1.27084,1.27084,-0.33911,4,1.31531
2009-11-15,0,0.04243,1.28311,1.28311,-0.04243,4,1.28381
2009-11-16,0,-0.25895,1.37634,1.37634,0.25895,5,1.40049
2009-11-17,0,-0.52432,1.49856,1.49856,0.52432,5,1.58764
2009-11-18,0,-0.8104,1.46882,1.46882,0.8104,5,1.67755
2009-11-19,0,-1.149,1.21581,1.21581,1.149,5,1.67284
2009-11-20,0,-1.43694,0.75581,0.75581,1.43694,6,1.62359
2009-11-21,0,-1.57214,0.26775,0.26775,1.57214,6,1.59478
2009-11-22,0,-1.57962,-0.1304,-0.1304,1.57962,7,1.58499
2009-11-23,0,-1.5602,-0.46891,-0.46891,1.5602,7,1.62914
2009-11-24,0,-1.58111,-0.68035,-0.68035,1.58111,7,1.72127
2009-11-25,0,-1.61112,-0.86039,-0.86039,1.61112,7,1.82646
2009-11-26,0,-1.60838,-1.06358,-1.06358,1.60838,7,1.92823
2009-11-27,0,-1.54588,-1.19909,-1.19909,1.54588,7,1.95641
2009-11-28,0,-1.46649,-1.19467,-1.19467,1.46649,7,1.89151
2009-11-29,0,-1.35895,-1.17237,-1.17237,1.35895,7,1.79477
2009-11-30,0,-1.20469,-1.16966,-1.16966,1.20469,7,1.6791
2009-12-01,0,-1.03021,-1.12895,-1.12895,1.03021,8,1.52835
2009-12-02,0,-0.91031,-1.07698,-1.07698,0.91031,8,1.41016
2009-12-03,0,-0.81315,-1.09318,-1.09318,0.81315,8,1.36244
2009-12-04,0,-0.69808,-1.19394,-1.19394,0.69808,8,1.38305
2009-12-05,0,-0.56664,-1.2541,-1.2541,0.56664,8,1.37618
2009-12-06,0,-0.48979,-1.29151,-1.29151,0.48979,8,1.38127
2009-12-07,0,-0.42145,-1.32203,-1.32203,0.42145,8,1.38758
2009-12-08,0,-0.34892,-1.27474,-1.27474,0.34892,8,1.32163
2009-12-09,0,-0.22279,-1.20091,-1.20091,0.22279,8,1.2214
2009-12-10,0,-0.10569,-1.11038,-1.11038,0.10569,8,1.1154
2009-12-11,0,0.10617,-0.9993,-0.9993,-0.10617,1,1.00492
2009-12-12,0,0.24563,-0.82233,-0.82233,-0.24563,1,0.85823
2009-12-13,0,0.34681,-0.48039,-0.48039,-0.34681,1,0.59249
2009-12-14,0,0.39146,-0.21259,-0.21259,-0.39146,2,0.44546
2009-12-15,0,0.39824,0.04909,0.04909,-0.39824,3,0.40125
2009-12-16,0,0.41922,0.2291,0.2291,-0.41922,3,0.47774
2009-12-17,0,0.50767,0.26954,0.26954,-0.50767,3,0.57479
2009-12-18,0,0.61576,0.26565,0.26565,-0.61576,3,0.67062
2009-12-19,0,0.79,0.22004,0.22004,-0.79,3,0.82007
2009-12-20,0,0.89102,0.21432,0.21432,-0.89102,3,0.91643
2009-12-21,0,1.03816,0.24761,0.24761,-1.03816,3,1.06729
2009-12-22,0,1.25996,0.16444,0.16444,-1.25996,3,1.27065
2009-12-23,0,1.52307,0.2272,0.2272,-1.52307,3,1.53993
2009-12-24,0,1.78417,0.32232,0.32232,-1.78417,3,1.81305
2009-12-25,0,1.92828,0.50027,0.50027,-1.92828,3,1.99212
2009-12-26,0,1.97851,0.75607,0.75607,-1.97851,3,2.11805
2009-12-27,0,1.93389,0.99228,0.99228,-1.93389,3,2.17361
2009-12-28,0,1.81506,1.23442,1.23442,-1.81506,3,2.19505
2009-12-29,0,1.68057,1.38828,1.38828,-1.68057,3,2.17983
2009-12-30,0,1.49558,1.48217,1.48217,-1.49558,3,2.10561
2009-12-31,0,1.26337,1.55804,1.55804,-1.26337,4,2.00589
2010-01-01,0,0.94317,1.57758,1.57758,-0.94317,4,1.83803
2010-01-02,0,0.71012,1.53488,1.53488,-0.71012,4,1.69119
2010-01-03,0,0.46932,1.42157,1.42157,-0.46932,4,1.49704
2010-01-04,0,0.17544,1.351,1.351,-0.17544,4,1.36234
2010-01-05,0,-0.10591,1.33267,1.33267,0.10591,5,1.33687
2010-01-06,0,-0.43669,1.24698,1.24698,0.43669,5,1.32124
2010-01-07,0,-0.7536,1.09034,1.09034,0.7536,5,1.32543
2010-01-08,0,-0.93337,0.9742,0.9742,0.93337,5,1.34917
2010-01-09,0,-1.00766,0.90968,0.90968,1.00766,6,1.35753
2010-01-10,0,-1.16028,0.7948,0.7948,1.16028,6,1.4064
2010-01-11,0,-1.41056,0.67264,0.67264,1.41056,6,1.56273
2010-01-12,0,-1.58001,0.61416,0.61416,1.58001,6,1.69517
2010-01-13,0,-1.63014,0.6039,0.6039,1.63014,6,1.73841
2010-01-14,0,-1.66307,0.55981,0.55981,1.66307,6,1.75476
2010-01-15,0,-1.64604,0.49666,0.49666,1.64604,6,1.71934
2010-01-16,0,-1.58895,0.4352,0.4352,1.58895,6,1.64748
2010-01-17,0,-1.54139,0.32607,0.32607,1.54139,6,1.5755
2010-01-18,0,-1.51224,0.12,0.12,1.51224,6,1.517
2010-01-19,0,-1.40343,-0.05873,-0.05873,1.40343,7,1.40466
2010-01-20,0,-1.28899,-0.29257,-0.29257,1.28899,7,1.32177
2010-01-21,0,-1.20253,-0.54623,-0.54623,1.20253,7,1.32077
2010-01-22,0,-1.19251,-0.83663,-0.83663,1.19251,7,1.45672
2010-01-23,0,-1.17214,-1.11398,-1.11398,1.17214,7,1.61705
2010-01-24,0,-1.11529,-1.37418,-1.37418,1.11529,8,1.76981
2010-01-25,0,-1.02418,-1.60164,-1.60164,1.02418,8,1.90111
2010-01-26,0,-0.99528,-1.80823,-1.80823,0.99528,8,2.06404
2010-01-27,0,-0.97228,-1.95497,-1.95497,0.97228,8,2.1834
2010-01-28,0,-0.94707,-2.06229,-2.06229,0.94707,8,2.26936
2010-01-29,0,-0.89657,-2.13712,-2.13712,0.89657,8,2.31757
2010-01-30,0,-0.8421,-2.17096,-2.17096,0.8421,8,2.32856
2010-01-31,0,-0.71597,-2.24321,-2.24321,0.71597,8,2.3547
2010-02-01,0,-0.50297,-2.31967,-2.31967,0.50297,8,2.37357
2010-02-02,0,-0.2689,-2.36038,-2.36038,0.2689,8,2.37565
2010-02-03,0,-0.10034,-2.39551,-2.39551,0.10034,8,2.39761
2010-02-04,0,0.14541,-2.44479,-2.44479,-0.14541,1,2.44911
2010-02-05,0,0.4397,-2.46108,-2.46108,-0.4397,1,2.50005
2010-02-06,0,0.75438,-2.46642,-2.46642,-0.75438,1,2.57921
2010-02-07,0,1.07639,-2.38987,-2.38987,-1.07639,1,2.62109
2010-02-08,0,1.39425,-2.28119,-2.28119,-1.39425,1,2.67353
2010-02-09,0,1.62804,-2.1497,-2.1497,-1.62804,1,2.69662
2010-02-10,0,1.75589,-2.06778,-2.06778,-1.75589,1,2.71272
2010-02-11,0,1.80599,-2.01044,-2.01044,-1.80599,1,2.70249
2010-02-12,0,1.87152,-1.92116,-1.92116,-1.87152,1,2.68206
2010-02-13,0,1.93235,-1.78292,-1.78292,-1.93235,2,2.62921
2010-02-14,0,1.98423,-1.62221,-1.62221,-1.98423,2,2.56296
2010-02-15,0,2.01436,-1.43985,-1.43985,-2.01436,2,2.47605
2010-02-16,0,1.96112,-1.19455,-1.19455,-1.96112,2,2.29629
2010-02-17,0,1.7681,-0.87487,-0.87487,-1.7681,2,1.97271
2010-02-18,0,1.57285,-0.61594,-0.61594,-1.57285,2,1.68915
2010-02-19,0,1.37305,-0.40126,-0.40126,-1.37305,2,1.43048
2010-02-20,0,1.17955,-0.17401,-0.17401,-1.17955,2,1.19232
2010-02-21,0,0.9391,0.11832,0.11832,-0.9391,3,0.94652
2010-02-22,0,0.61755,0.41498,0.41498,-0.61755,3,0.74403
2010-02-23,0,0.26972,0.62653,0.62653,-0.26972,4,0.68212
2010-02-24,0,-0.04327,0.688,0.688,0.04327,5,0.68936
2010-02-25,0,-0.2966,0.61682,0.61682,0.2966,5,0.68442
2010-02-26,0,-0.39353,0.47348,0.47348,0.39353,5,0.61567
2010-02-27,0,-0.44497,0.44494,0.44494,0.44497,6,0.62926
2010-02-28,0,-0.51237,0.45611,0.45611,0.51237,6,0.68597
2010-03-01,0,-0.47373,0.49668,0.49668,0.47373,5,0.68637
2010-03-02,0,-0.35627,0.5125,0.5125,0.35627,5,0.62417
2010-03-03,0,-0.22428,0.57249,0.57249,0.22428,5,0.61485
2010-03-04,0,-0.10935,0.6365,0.6365,0.10935,5,0.64582
2010-03-05,0,-0.07835,0.71514,0.71514,0.07835,5,0.71942
2010-03-06,0,-0.10051,0.75361,0.75361,0.10051,5,0.76029
2010-03-07,0,-0.14887,0.73632,0.73632,0.14887,5,0.75122
2010-03-08,0,-0.25711,0.65735,0.65735,0.25711,5,0.70585
2010-03-09,0,-0.3288,0.66808,0.66808,0.3288,5,0.74461
2010-03-10,0,-0.40709,0.72817,0.72817,0.40709,5,0.83424
2010-03-11,0,-0.4337,0.73455,0.73455,0.4337,5,0.85303
2010-03-12,0,-0.37833,0.66734,0.66734,0.37833,5,0.76712
2010-03-13,0,-0.31184,0.63892,0.63892,0.31184,5,0.71096
2010-03-14,0,-0.27549,0.69497,0.69497,0.27549,5,0.74758
2010-03-15,0,-0.20595,0.77848,0.77848,0.20595,5,0.80526
2010-03-16,0,-0.11916,0.91843,0.91843,0.11916,5,0.92613
2010-03-17,0,-0.0061,1.08282,1.08282,0.0061,5,1.08284
2010-03-18,0,0.14886,1.22737,1.22737,-0.14886,4,1.23636
2010-03-19,0,0.28867,1.37984,1.37984,-0.28867,4,1.40971
2010-03-20,0,0.3424,1.47179,1.47179,-0.3424,4,1.51109
2010-03-21,0,0.36208,1.52867,1.52867,-0.36208,4,1.57097
2010-03-22,0,0.31631,1.53116,1.53116,-0.31631,4,1.56349
2010-03-23,0,0.30702,1.52956,1.52956,-0.30702,4,1.56007
2010-03-24,0,0.28571,1.60036,1.60036,-0.28571,4,1.62566
2010-03-25,0,0.21561,1.77223,1.77223,-0.21561,4,1.78529
2010-03-26,0,0.17406,1.94445,1.94445,-0.17406,4,1.95222
2010-03-27,0,0.15731,2.08259,2.08259,-0.15731,4,2.08852
2010-03-28,0,0.19045,2.12585,2.12585,-0.19045,4,2.13437
2010-03-29,0,0.19569,2.14584,2.14584,-0.19569,4,2.15474
2010-03-30,0,0.14777,2.13751,2.13751,-0.14777,4,2.14261
2010-03-31,0,0.07552,2.00498,2.00498,-0.07552,4,2.0064
2010-04-01,0,-0.02432,1.83001,1.83001,0.02432,5,1.83018
2010-04-02,0,-0.12078,1.55125,1.55125,0.12078,5,1.55595
2010-04-03,0,-0.17219,1.25703,1.25703,0.17219,5,1.26877
2010-04-04,0,-0.19733,0.99712,0.99712,0.19733,5,1.01646
2010-04-05,0,-0.23537,0.77366,0.77366,0.23537,5,0.80867
2010-04-06,0,-0.31674,0.55769,0.55769,0.31674,5,0.64136
2010-04-07,0,-0.28662,0.37803,0.37803,0.28662,5,0.4744
2010-04-08,0,-0.25667,0.19825,0.19825,0.25667,6,0.32432
2010-04-09,0,-0.17649,0.15069,0.15069,0.17649,6,0.23207
2010-04-10,0,-0.12521,0.12282,0.12282,0.12521,6,0.17539
2010-04-11,0,-0.09003,0.14303,0.14303,0.09003,5,0.16901
2010-04-12,0,-0.11094,0.12911,0.12911,0.11094,5,0.17022
2010-04-13,0,-0.1904,0.15349,0.15349,0.1904,6,0.24456
2010-04-14,0,-0.25209,0.18841,0.18841,0.25209,6,0.31472
2010-04-15,0,-0.24118,0.31161,0.31161,0.24118,5,0.39405
2010-04-16,0,-0.18355,0.40441,0.40441,0.18355,5,0.44411
2010-04-17,0,-0.12768,0.4319,0.4319,0.12768,5,0.45038
2010-04-18,0,-0.11387,0.45447,0.45447,0.11387,5,0.46852
2010-04-19,0,-0.09291,0.43218,0.43218,0.09291,5,0.44205
2010-04-20,0,-0.03642,0.35896,0.35896,0.03642,5,0.3608
2010-04-21,0,0.06175,0.22341,0.22341,-0.06175,4,0.23179
2010-04-22,0,0.14641,0.07737,0.07737,-0.14641,3,0.1656
2010-04-23,0,0.16548,-0.08059,-0.08059,-0.16548,2,0.18406
2010-04-24,0,0.08747,-0.34363,-0.34363,-0.08747,1,0.35459
2010-04-25,0,-0.03199,-0.57479,-0.57479,0.03199,8,0.57568
2010-04-26,0,-0.06861,-0.7036,-0.7036,0.06861,8,0.70694
2010-04-27,0,-0.03136,-0.84558,-0.84558,0.03136,8,0.84616
2010-04-28,0,0.10033,-1.01718,-1.01718,-0.10033,1,1.02211
2010-04-29,0,0.14863,-1.09693,-1.09693,-0.14863,1,1.10696
2010-04-30,0,0.19392,-1.1441,-1.1441,-0.19392,1,1.16041
2010-05-01,0,0.26068,-1.2095,-1.2095,-0.26068,1,1.23727
2010-05-02,0,0.40016,-1.23493,-1.23493,-0.40016,1,1.29814
2010-05-03,0,0.65584,-1.17632,-1.17632,-0.65584,1,1.34679
2010-05-04,0,0.91554,-1.03079,-1.03079,-0.91554,1,1.37867
2010-05-05,0,1.18676,-0.88304,-0.88304,-1.18676,2,1.47924
2010-05-06,0,1.3084,-0.72145,-0.72145,-1.3084,2,1.49412
2010-05-07,0,1.38782,-0.38194,-0.38194,-1.38782,2,1.43941
2010-05-08,0,1.50419,-0.07625,-0.07625,-1.50419,2,1.50613
2010-05-09,0,1.62668,0.17684,0.17684,-1.62668,3,1.63626
2010-05-10,0,1.71624,0.42168,0.42168,-1.71624,3,1.76728
