date,year,month,tpi
1972-05-01,1972,5,0.069
1972-06-01,1972,6,0.357
1972-07-01,1972,7,0.543
1972-08-01,1972,8,0.854
1972-09-01,1972,9,0.805
1972-10-01,1972,10,1.05
1972-11-01,1972,11,1.101
1972-12-01,1972,12,1.415
1973-01-01,1973,1,1.121
1973-02-01,1973,2,0.437
1973-03-01,1973,3,0.062
1973-04-01,1973,4,-0.435
1973-05-01,1973,5,-0.712
1973-06-01,1973,6,-0.885
1973-07-01,1973,7,-1.023
1973-08-01,1973,8,-1.187
1973-09-01,1973,9,-1.321
1973-10-01,1973,10,-1.485
1973-11-01,1973,11,-1.669
1973-12-01,1973,12,-1.75
1974-01-01,1974,1,-1.674
1974-02-01,1974,2,-1.427
1974-03-01,1974,3,-0.964
1974-04-01,1974,4,-0.797
1974-05-01,1974,5,-0.841
1974-06-01,1974,6,-0.83
1974-07-01,1974,7,-0.665
1974-08-01,1974,8,-0.573
1974-09-01,1974,9,-0.789
1974-10-01,1974,10,-1.07
1974-11-01,1974,11,-0.924
1974-12-01,1974,12,-0.992
1975-01-01,1975,1,-0.845
1975-02-01,1975,2,-0.61
1975-03-01,1975,3,-0.94
1975-04-01,1975,4,-0.898
1975-05-01,1975,5,-1.233
1975-06-01,1975,6,-1.197
1975-07-01,1975,7,-1.084
1975-08-01,1975,8,-1.206
1975-09-01,1975,9,-1.517
1975-10-01,1975,10,-1.635
1975-11-01,1975,11,-1.506
1975-12-01,1975,12,-1.656
1976-01-01,1976,1,-1.597
1976-02-01,1976,2,-0.911
1976-03-01,1976,3,-0.757
1976-04-01,1976,4,-0.725
1976-05-01,1976,5,-0.424
1976-06-01,1976,6,-0.016
1976-07-01,1976,7,0.33
1976-08-01,1976,8,0.517
1976-09-01,1976,9,0.545
1976-10-01,1976,10,0.864
1976-11-01,1976,11,0.776
1976-12-01,1976,12,0.479
1977-01-01,1977,1,0.654
1977-02-01,1977,2,0.537
1977-03-01,1977,3,0.228
1977-04-01,1977,4,-0.163
1977-05-01,1977,5,0.063
1977-06-01,1977,6,0.364
1977-07-01,1977,7,0.388
1977-08-01,1977,8,0.265
1977-09-01,1977,9,0.258
1977-10-01,1977,10,0.494
1977-11-01,1977,11,0.596
1977-12-01,1977,12,0.598
1978-01-01,1978,1,0.66
1978-02-01,1978,2,0.357
1978-03-01,1978,3,0.286
1978-04-01,1978,4,-0.058
1978-05-01,1978,5,-0.14
1978-06-01,1978,6,-0.332
1978-07-01,1978,7,-0.459
1978-08-01,1978,8,-0.533
1978-09-01,1978,9,-0.395
1978-10-01,1978,10,-0.012
1978-11-01,1978,11,0.098
1978-12-01,1978,12,0.017
1979-01-01,1979,1,-0.021
1979-02-01,1979,2,-0.273
1979-03-01,1979,3,-0.191
1979-04-01,1979,4,0.166
1979-05-01,1979,5,0.341
1979-06-01,1979,6,0.2
1979-07-01,1979,7,0.16
1979-08-01,1979,8,0.044
1979-09-01,1979,9,0.349
1979-10-01,1979,10,0.363
1979-11-01,1979,11,0.436
1979-12-01,1979,12,0.42
1980-01-01,1980,1,0.478
1980-02-01,1980,2,0.33
1980-03-01,1980,3,0.223
1980-04-01,1980,4,0.479
1980-05-01,1980,5,0.58
1980-06-01,1980,6,0.289
1980-07-01,1980,7,0.215
1980-08-01,1980,8,0.111
1980-09-01,1980,9,0.101
1980-10-01,1980,10,0.24
1980-11-01,1980,11,0.317
1980-12-01,1980,12,0.363
1981-01-01,1981,1,0.076
1981-02-01,1981,2,-0.098
1981-03-01,1981,3,-0.112
1981-04-01,1981,4,-0.181
1981-05-01,1981,5,-0.193
1981-06-01,1981,6,-0.153
1981-07-01,1981,7,-0.266
1981-08-01,1981,8,-0.204
1981-09-01,1981,9,-0.012
1981-10-01,1981,10,0.131
1981-11-01,1981,11,0.232
1981-12-01,1981,12,0.147
1982-01-01,1982,1,0.115
1982-02-01,1982,2,0.211
1982-03-01,1982,3,0.208
1982-04-01,1982,4,0.382
1982-05-01,1982,5,0.441
1982-06-01,1982,6,0.656
1982-07-01,1982,7,0.762
1982-08-01,1982,8,0.921
1982-09-01,1982,9,1.415
1982-10-01,1982,10,1.687
1982-11-01,1982,11,1.545
1982-12-01,1982,12,1.754
1983-01-01,1983,1,1.852
1983-02-01,1983,2,1.783
1983-03-01,1983,3,1.62
1983-04-01,1983,4,1.286
1983-05-01,1983,5,1.259
1983-06-01,1983,6,1.347
1983-07-01,1983,7,1.219
1983-08-01,1983,8,0.88
1983-09-01,1983,9,0.261
1983-10-01,1983,10,-0.06
1983-11-01,1983,11,-0.27
1983-12-01,1983,12,0.058
1984-01-01,1984,1,0.107
1984-02-01,1984,2,0.137
1984-03-01,1984,3,0.103
1984-04-01,1984,4,-0.082
1984-05-01,1984,5,-0.29
1984-06-01,1984,6,-0.42
1984-07-01,1984,7,-0.379
1984-08-01,1984,8,-0.217
1984-09-01,1984,9,-0.185
1984-10-01,1984,10,-0.09
1984-11-01,1984,11,-0.423
1984-12-01,1984,12,-0.766
1985-01-01,1985,1,-0.692
1985-02-01,1985,2,-0.568
1985-03-01,1985,3,-0.633
1985-04-01,1985,4,-0.632
1985-05-01,1985,5,-0.571
1985-06-01,1985,6,-0.271
1985-07-01,1985,7,-0.228
1985-08-01,1985,8,-0.234
1985-09-01,1985,9,-0.267
1985-10-01,1985,10,-0.256
1985-11-01,1985,11,-0.254
1985-12-01,1985,12,-0.237
1986-01-01,1986,1,-0.293
1986-02-01,1986,2,-0.017
1986-03-01,1986,3,0.156
1986-04-01,1986,4,0.149
1986-05-01,1986,5,0.008
1986-06-01,1986,6,0.114
1986-07-01,1986,7,0.464
1986-08-01,1986,8,0.513
1986-09-01,1986,9,0.515
1986-10-01,1986,10,0.609
1986-11-01,1986,11,1.008
1986-12-01,1986,12,1.059
1987-01-01,1987,1,0.825
1987-02-01,1987,2,0.996
1987-03-01,1987,3,1.145
1987-04-01,1987,4,1.0
1987-05-01,1987,5,1.094
1987-06-01,1987,6,1.116
1987-07-01,1987,7,1.461
1987-08-01,1987,8,1.487
1987-09-01,1987,9,1.628
1987-10-01,1987,10,1.409
1987-11-01,1987,11,1.193
1987-12-01,1987,12,1.09
1988-01-01,1988,1,0.657
1988-02-01,1988,2,0.189
1988-03-01,1988,3,0.251
1988-04-01,1988,4,-0.021
1988-05-01,1988,5,-0.427
1988-06-01,1988,6,-0.893
1988-07-01,1988,7,-1.062
1988-08-01,1988,8,-0.889
1988-09-01,1988,9,-0.87
1988-10-01,1988,10,-1.399
1988-11-01,1988,11,-1.29
1988-12-01,1988,12,-1.355
1989-01-01,1989,1,-1.476
1989-02-01,1989,2,-1.111
1989-03-01,1989,3,-0.957
1989-04-01,1989,4,-0.724
1989-05-01,1989,5,-0.673
1989-06-01,1989,6,-0.42
1989-07-01,1989,7,-0.34
1989-08-01,1989,8,-0.512
1989-09-01,1989,9,-0.534
1989-10-01,1989,10,-0.542
1989-11-01,1989,11,-0.62
1989-12-01,1989,12,-0.078
1990-01-01,1990,1,-0.05
1990-02-01,1990,2,-0.023
1990-03-01,1990,3,-0.202
1990-04-01,1990,4,0.123
1990-05-01,1990,5,-0.037
1990-06-01,1990,6,-0.062
1990-07-01,1990,7,-0.031
1990-08-01,1990,8,0.161
1990-09-01,1990,9,0.044
1990-10-01,1990,10,-0.05
1990-11-01,1990,11,-0.202
1990-12-01,1990,12,-0.188
1991-01-01,1991,1,0.054
1991-02-01,1991,2,0.041
1991-03-01,1991,3,0.053
1991-04-01,1991,4,-0.004
1991-05-01,1991,5,0.187
1991-06-01,1991,6,0.277
1991-07-01,1991,7,0.454
1991-08-01,1991,8,0.5
1991-09-01,1991,9,0.639
1991-10-01,1991,10,0.793
1991-11-01,1991,11,0.901
1991-12-01,1991,12,1.0
1992-01-01,1992,1,1.058
1992-02-01,1992,2,0.997
1992-03-01,1992,3,0.981
1992-04-01,1992,4,1.206
1992-05-01,1992,5,1.429
1992-06-01,1992,6,1.082
1992-07-01,1992,7,0.726
1992-08-01,1992,8,0.574
1992-09-01,1992,9,0.511
1992-10-01,1992,10,0.543
1992-11-01,1992,11,0.402
1992-12-01,1992,12,0.376
1993-01-01,1993,1,0.514
1993-02-01,1993,2,0.699
1993-03-01,1993,3,0.77
1993-04-01,1993,4,1.027
1993-05-01,1993,5,1.161
1993-06-01,1993,6,1.016
1993-07-01,1993,7,0.676
1993-08-01,1993,8,0.743
1993-09-01,1993,9,0.761
1993-10-01,1993,10,0.721
1993-11-01,1993,11,0.667
1993-12-01,1993,12,0.71
1994-01-01,1994,1,0.468
1994-02-01,1994,2,0.23
1994-03-01,1994,3,0.258
1994-04-01,1994,4,0.614
1994-05-01,1994,5,0.654
1994-06-01,1994,6,0.618
1994-07-01,1994,7,0.401
1994-08-01,1994,8,0.255
1994-09-01,1994,9,0.32
1994-10-01,1994,10,0.66
1994-11-01,1994,11,0.657
1994-12-01,1994,12,0.691
1995-01-01,1995,1,0.81
1995-02-01,1995,2,0.682
1995-03-01,1995,3,0.606
1995-04-01,1995,4,0.379
1995-05-01,1995,5,0.351
1995-06-01,1995,6,0.471
1995-07-01,1995,7,0.333
1995-08-01,1995,8,-0.163
1995-09-01,1995,9,-0.192
1995-10-01,1995,10,-0.377
1995-11-01,1995,11,-0.568
1995-12-01,1995,12,-0.501
1996-01-01,1996,1,-0.343
1996-02-01,1996,2,-0.296
1996-03-01,1996,3,-0.147
1996-04-01,1996,4,-0.316
1996-05-01,1996,5,-0.127
1996-06-01,1996,6,-0.063
1996-07-01,1996,7,-0.208
1996-08-01,1996,8,-0.245
1996-09-01,1996,9,-0.171
1996-10-01,1996,10,-0.018
1996-11-01,1996,11,0.067
1996-12-01,1996,12,-0.297
1997-01-01,1997,1,0.087
1997-02-01,1997,2,-0.141
1997-03-01,1997,3,0.018
1997-04-01,1997,4,0.394
1997-05-01,1997,5,0.792
1997-06-01,1997,6,1.152
1997-07-01,1997,7,1.306
1997-08-01,1997,8,1.633
1997-09-01,1997,9,1.749
1997-10-01,1997,10,1.971
1997-11-01,1997,11,2.031
1997-12-01,1997,12,1.863
1998-01-01,1998,1,1.963
1998-02-01,1998,2,1.626
1998-03-01,1998,3,1.253
1998-04-01,1998,4,0.684
1998-05-01,1998,5,0.345
1998-06-01,1998,6,-0.102
1998-07-01,1998,7,-0.466
1998-08-01,1998,8,-0.449
1998-09-01,1998,9,-0.755
1998-10-01,1998,10,-1.15
1998-11-01,1998,11,-1.083
1998-12-01,1998,12,-1.169
1999-01-01,1999,1,-1.281
1999-02-01,1999,2,-1.213
1999-03-01,1999,3,-1.133
1999-04-01,1999,4,-1.279
1999-05-01,1999,5,-1.099
1999-06-01,1999,6,-1.259
1999-07-01,1999,7,-1.042
1999-08-01,1999,8,-1.035
1999-09-01,1999,9,-1.222
1999-10-01,1999,10,-1.459
1999-11-01,1999,11,-1.443
1999-12-01,1999,12,-1.345
2000-01-01,2000,1,-1.34
2000-02-01,2000,2,-1.102
2000-03-01,2000,3,-0.86
2000-04-01,2000,4,-0.687
2000-05-01,2000,5,-0.932
2000-06-01,2000,6,-0.902
2000-07-01,2000,7,-0.876
2000-08-01,2000,8,-0.815
2000-09-01,2000,9,-0.679
2000-10-01,2000,10,-0.797
2000-11-01,2000,11,-0.689
2000-12-01,2000,12,-0.634
2001-01-01,2001,1,-0.468
2001-02-01,2001,2,-0.597
2001-03-01,2001,3,-0.385
2001-04-01,2001,4,-0.501
2001-05-01,2001,5,-0.516
2001-06-01,2001,6,-0.53
2001-07-01,2001,7,-0.591
2001-08-01,2001,8,-0.321
2001-09-01,2001,9,-0.468
2001-10-01,2001,10,-0.606
2001-11-01,2001,11,-0.749
2001-12-01,2001,12,-0.716
2002-01-01,2002,1,-0.399
2002-02-01,2002,2,-0.459
2002-03-01,2002,3,-0.234
2002-04-01,2002,4,-0.087
2002-05-01,2002,5,-0.006
2002-06-01,2002,6,0.139
2002-07-01,2002,7,0.13
2002-08-01,2002,8,0.347
2002-09-01,2002,9,0.328
2002-10-01,2002,10,0.674
2002-11-01,2002,11,1.073
2002-12-01,2002,12,1.048
2003-01-01,2003,1,0.724
2003-02-01,2003,2,0.674
2003-03-01,2003,3,0.55
2003-04-01,2003,4,0.049
2003-05-01,2003,5,-0.374
2003-06-01,2003,6,-0.334
2003-07-01,2003,7,0.124
2003-08-01,2003,8,0.261
2003-09-01,2003,9,-0.076
2003-10-01,2003,10,0.353
2003-11-01,2003,11,0.463
2003-12-01,2003,12,0.278
2004-01-01,2004,1,0.104
2004-02-01,2004,2,-0.007
2004-03-01,2004,3,0.079
2004-04-01,2004,4,0.06
2004-05-01,2004,5,-0.228
2004-06-01,2004,6,-0.246
2004-07-01,2004,7,-0.167
2004-08-01,2004,8,0.084
2004-09-01,2004,9,0.244
2004-10-01,2004,10,0.239
2004-11-01,2004,11,0.336
2004-12-01,2004,12,0.577
2005-01-01,2005,1,0.549
2005-02-01,2005,2,0.035
2005-03-01,2005,3,0.225
2005-04-01,2005,4,0.145
2005-05-01,2005,5,0.175
2005-06-01,2005,6,-0.025
2005-07-01,2005,7,-0.228
2005-08-01,2005,8,-0.283
2005-09-01,2005,9,-0.545
2005-10-01,2005,10,-0.78
2005-11-01,2005,11,-1.087
2005-12-01,2005,12,-0.786
2006-01-01,2006,1,-0.565
2006-02-01,2006,2,-0.457
2006-03-01,2006,3,-0.498
2006-04-01,2006,4,-0.418
2006-05-01,2006,5,-0.206
2006-06-01,2006,6,0.02
2006-07-01,2006,7,0.157
2006-08-01,2006,8,0.318
2006-09-01,2006,9,0.362
2006-10-01,2006,10,0.716
2006-11-01,2006,11,0.806
2006-12-01,2006,12,1.065
2007-01-01,2007,1,0.738
2007-02-01,2007,2,0.265
2007-03-01,2007,3,-0.016
2007-04-01,2007,4,-0.028
2007-05-01,2007,5,-0.318
2007-06-01,2007,6,-0.244
2007-07-01,2007,7,-0.267
2007-08-01,2007,8,-0.555
2007-09-01,2007,9,-0.976
2007-10-01,2007,10,-1.312
2007-11-01,2007,11,-1.333
2007-12-01,2007,12,-1.25
2008-01-01,2008,1,-1.463
2008-02-01,2008,2,-1.401
2008-03-01,2008,3,-1.146
2008-04-01,2008,4,-1.039
2008-05-01,2008,5,-0.747
2008-06-01,2008,6,-0.668
2008-07-01,2008,7,-0.475
2008-08-01,2008,8,-0.307
2008-09-01,2008,9,-0.487
2008-10-01,2008,10,-0.604
2008-11-01,2008,11,-0.718
2008-12-01,2008,12,-0.956
2009-01-01,2009,1,-0.971
2009-02-01,2009,2,-0.936
2009-03-01,2009,3,-0.855
2009-04-01,2009,4,-0.404
2009-05-01,2009,5,-0.025
2009-06-01,2009,6,0.293
2009-07-01,2009,7,0.297
2009-08-01,2009,8,0.345
2009-09-01,2009,9,0.587
2009-10-01,2009,10,0.71
2009-11-01,2009,11,0.922
2009-12-01,2009,12,1.077
2010-01-01,2010,1,0.905
2010-02-01,2010,2,0.658
2010-03-01,2010,3,0.335
2010-04-01,2010,4,0.249
2010-05-01,2010,5,-0.096
2010-06-01,2010,6,-0.624
2010-07-01,2010,7,-1.184
2010-08-01,2010,8,-1.447
2010-09-01,2010,9,-1.802
2010-10-01,2010,10,-1.757
2010-11-01,2010,11,-1.577
2010-12-01,2010,12,-1.653
2011-01-01,2011,1,-1.59
2011-02-01,2011,2,-1.241
2011-03-01,2011,3,-1.1
2011-04-01,2011,4,-0.8
2011-05-01,2011,5,-0.829
2011-06-01,2011,6,-0.87
2011-07-01,2011,7,-0.98
2011-08-01,2011,8,-1.009
2011-09-01,2011,9,-1.05
2011-10-01,2011,10,-1.29
2011-11-01,2011,11,-1.419
2011-12-01,2011,12,-1.258
2012-01-01,2012,1,-0.844
2012-02-01,2012,2,-0.556
2012-03-01,2012,3,-0.57
2012-04-01,2012,4,-0.292
2012-05-01,2012,5,-0.43
2012-06-01,2012,6,-0.059
2012-07-01,2012,7,-0.134
2012-08-01,2012,8,-0.035
2012-09-01,2012,9,-0.219
2012-10-01,2012,10,-0.001
2012-11-01,2012,11,0.223
2012-12-01,2012,12,-0.227
2013-01-01,2013,1,-0.424
2013-02-01,2013,2,-0.449
2013-03-01,2013,3,-0.444
2013-04-01,2013,4,-0.409
2013-05-01,2013,5,-0.536
2013-06-01,2013,6,-0.687
2013-07-01,2013,7,-0.87
2013-08-01,2013,8,-0.91
2013-09-01,2013,9,-0.727
2013-10-01,2013,10,-0.581
2013-11-01,2013,11,-0.531
2013-12-01,2013,12,-0.511
2014-01-01,2014,1,-0.512
2014-02-01,2014,2,-0.428
2014-03-01,2014,3,-0.022
2014-04-01,2014,4,0.055
2014-05-01,2014,5,0.232
2014-06-01,2014,6,-0.072
2014-07-01,2014,7,-0.082
2014-08-01,2014,8,-0.187
2014-09-01,2014,9,-0.049
2014-10-01,2014,10,0.376
2014-11-01,2014,11,0.656
2014-12-01,2014,12,0.752
2015-01-01,2015,1,0.508
2015-02-01,2015,2,0.494
2015-03-01,2015,3,0.295
2015-04-01,2015,4,0.536
2015-05-01,2015,5,0.526
2015-06-01,2015,6,0.807
2015-07-01,2015,7,0.935
2015-08-01,2015,8,1.156
2015-09-01,2015,9,1.524
2015-10-01,2015,10,1.538
2015-11-01,2015,11,1.597
2015-12-01,2015,12,1.593
2016-01-01,2016,1,1.554
2016-02-01,2016,2,1.162
2016-03-01,2016,3,1.106
2016-04-01,2016,4,0.761
2016-05-01,2016,5,0.292
2016-06-01,2016,6,0.051
2016-07-01,2016,7,-0.283
2016-08-01,2016,8,-0.379
2016-09-01,2016,9,-0.643
2016-10-01,2016,10,-0.827
2016-11-01,2016,11,-0.464
2016-12-01,2016,12,-0.223
2017-01-01,2017,1,-0.132
2017-02-01,2017,2,0.013
2017-03-01,2017,3,-0.046
2017-04-01,2017,4,0.044
2017-05-01,2017,5,0.016
2017-06-01,2017,6,-0.118
2017-07-01,2017,7,-0.331
2017-08-01,2017,8,-0.47
2017-09-01,2017,9,-0.609
2017-10-01,2017,10,-0.862
2017-11-01,2017,11,-0.949
2017-12-01,2017,12,-1.066
2018-01-01,2018,1,-1.035
2018-02-01,2018,2,-1.035
2018-03-01,2018,3,-1.078
2018-04-01,2018,4,-0.74
2018-05-01,2018,5,-0.648
2018-06-01,2018,6,-0.548
2018-07-01,2018,7,-0.299
2018-08-01,2018,8,-0.233
2018-09-01,2018,9,-0.155
2018-10-01,2018,10,-0.031
2018-11-01,2018,11,-0.005
2018-12-01,2018,12,0.115
2019-01-01,2019,1,0.012
2019-02-01,2019,2,-0.09
2019-03-01,2019,3,0.012
2019-04-01,2019,4,0.08
2019-05-01,2019,5,0.113
2019-06-01,2019,6,-0.062
2019-07-01,2019,7,-0.182
2019-08-01,2019,8,-0.397
2019-09-01,2019,9,-0.374
2019-10-01,2019,10,-0.201
2019-11-01,2019,11,-0.04
2019-12-01,2019,12,-0.082
2020-01-01,2020,1,-0.165
2020-02-01,2020,2,-0.291
2020-03-01,2020,3,-0.339
2020-04-01,2020,4,-0.083
2020-05-01,2020,5,-0.435
2020-06-01,2020,6,-0.732
2020-07-01,2020,7,-0.865
2020-08-01,2020,8,-1.107
2020-09-01,2020,9,-1.367
2020-10-01,2020,10,-1.392
2020-11-01,2020,11,-1.626
2020-12-01,2020,12,-1.274
2021-01-01,2021,1,-1.27
2021-02-01,2021,2,-1.136
2021-03-01,2021,3,-0.997
2021-04-01,2021,4,-0.987
2021-05-01,2021,5,-1.012
2021-06-01,2021,6,-0.874
2021-07-01,2021,7,-0.909
2021-08-01,2021,8,-0.748
2021-09-01,2021,9,-1.057
2021-10-01,2021,10,-1.337
2021-11-01,2021,11,-1.6
2021-12-01,2021,12,-1.764
2022-01-01,2022,1,-1.487
2022-02-01,2022,2,-1.348
2022-03-01,2022,3,-1.304
2022-04-01,2022,4,-1.529
2022-05-01,2022,5,-1.669
2022-06-01,2022,6,-1.507
2022-07-01,2022,7,-1.743
2022-08-01,2022,8,-1.798
2022-09-01,2022,9,-1.946
2022-10-01,2022,10,-1.845
2022-11-01,2022,11,-1.74
2022-12-01,2022,12,-1.428
2023-01-01,2023,1,-1.048
2023-02-01,2023,2,-1.001
2023-03-01,2023,3,-0.724
2023-04-01,2023,4,-0.612
2023-05-01,2023,5,-0.293
2023-06-01,2023,6,-0.091
2023-07-01,2023,7,-0.044
2023-08-01,2023,8,0.311
2023-09-01,2023,9,0.352
2023-10-01,2023,10,0.563
2023-11-01,2023,11,0.725
2023-12-01,2023,12,0.553
2024-01-01,2024,1,0.498
2024-02-01,2024,2,0.385
2024-03-01,2024,3,0.12
2024-04-01,2024,4,0.004
2024-05-01,2024,5,-0.521
2024-06-01,2024,6,-0.607
2024-07-01,2024,7,-0.739
2024-08-01,2024,8,-0.714
2024-09-01,2024,9,-1.028
2024-10-01,2024,10,-1.064
2024-11-01,2024,11,-1.018
2024-12-01,2024,12,-1.186
2025-01-01,2025,1,-1.069
2025-02-01,2025,2,-0.799
2025-03-01,2025,3,-0.534
2025-04-01,2025,4,-0.721
2025-05-01,2025,5,-0.989
2025-06-01,2025,6,-1.165
2025-07-01,2025,7,-1.403
2025-08-01,2025,8,-1.325
2025-09-01,2025,9,-1.369
2025-10-01,2025,10,-1.388
2025-11-01,2025,11,-1.441
2025-12-01,2025,12,-1.27
2026-01-01,2026,1,-1.074
2026-02-01,2026,2,-0.734
2026-03-01,2026,3,-0.469
2026-04-01,2026,4,-0.174
2026-05-01,2026,5,0.099
2026-06-01,2026,6,0.406
2026-07-01,2026,7,0.641
2026-08-01,2026,8,1.088
